data_structure,version_id,seq_no,comp_no,table_id,modification,length_old,min_length,max_length,conf_length,req_opt
CE_0286,3,1,3,286,O,,,,,
CE_0286,3,2,4,0,O,,,,,
CE_0286,3,3,5,0,O,,,,,
CE_0286,3,4,6,0,O,,,,,
CE_0286,3,5,7,0,O,,,,,
CE_0286,3,6,8,0,O,,,,,
CE_0286,4,1,3,286,O,,,,,
CE_0286,4,2,4,0,O,,,,,
CE_0286,4,3,5,0,O,,,,,
CE_0286,4,4,6,0,O,,,,,
CE_0286,4,5,7,0,O,,,,,
CE_0286,4,6,8,0,O,,,,,
CE_0286,5,1,391,286,O,,,,,
CE_0286,5,2,4,0,O,,,,,
CE_0286,5,3,5,0,O,,,,,
CE_0286,5,4,6,0,O,,,,,
CE_0286,5,5,7,0,O,,,,,
CE_0286,5,6,8,0,O,,,,,
CE_0292,3,1,3,292,O,,,,,
CE_0292,3,2,4,0,O,,,,,
CE_0292,3,3,5,0,O,,,,,
CE_0292,3,4,6,0,O,,,,,
CE_0292,3,5,7,0,O,,,,,
CE_0292,3,6,8,0,O,,,,,
CE_0292,4,1,3,292,O,,,,,
CE_0292,4,2,4,0,O,,,,,
CE_0292,4,3,5,0,O,,,,,
CE_0292,4,4,6,0,O,,,,,
CE_0292,4,5,7,0,O,,,,,
CE_0292,4,6,8,0,O,,,,,
CE_0292,5,1,391,292,O,,,,,
CE_0292,5,2,4,0,O,,,,,
CE_0292,5,3,5,0,O,,,,,
CE_0292,5,4,6,0,O,,,,,
CE_0292,5,5,7,0,O,,,,,
CE_0292,5,6,8,0,O,,,,,
CE_0293,3,1,3,293,O,,,,,
CE_0293,3,2,4,0,O,,,,,
CE_0293,3,3,5,0,O,,,,,
CE_0293,3,4,6,0,O,,,,,
CE_0293,3,5,7,0,O,,,,,
CE_0293,3,6,8,0,O,,,,,
CE_0293,4,1,3,293,O,,,,,
CE_0293,4,2,4,0,O,,,,,
CE_0293,4,3,5,0,O,,,,,
CE_0293,4,4,6,0,O,,,,,
CE_0293,4,5,7,0,O,,,,,
CE_0293,4,6,8,0,O,,,,,
CE_0293,5,1,391,293,O,,,,,
CE_0293,5,2,4,0,O,,,,,
CE_0293,5,3,5,0,O,,,,,
CE_0293,5,4,6,0,O,,,,,
CE_0293,5,5,7,0,O,,,,,
CE_0293,5,6,8,0,O,,,,,
CE_0296,3,1,3,296,O,,,,,
CE_0296,3,2,4,0,O,,,,,
CE_0296,3,3,5,0,O,,,,,
CE_0296,3,4,6,0,O,,,,,
CE_0296,3,5,7,0,O,,,,,
CE_0296,3,6,8,0,O,,,,,
CE_0296,4,1,3,296,O,,,,,
CE_0296,4,2,4,0,O,,,,,
CE_0296,4,3,5,0,O,,,,,
CE_0296,4,4,6,0,O,,,,,
CE_0296,4,5,7,0,O,,,,,
CE_0296,4,6,8,0,O,,,,,
CE_0296,5,1,391,296,O,,,,,
CE_0296,5,2,4,0,O,,,,,
CE_0296,5,3,5,0,O,,,,,
CE_0296,5,4,6,0,O,,,,,
CE_0296,5,5,7,0,O,,,,,
CE_0296,5,6,8,0,O,,,,,
CE_0321,3,1,3,321,O,,,,,
CE_0321,3,2,4,0,O,,,,,
CE_0321,3,3,5,0,O,,,,,
CE_0321,3,4,6,0,O,,,,,
CE_0321,3,5,7,0,O,,,,,
CE_0321,3,6,8,0,O,,,,,
CE_0324,3,1,3,324,O,,,,,
CE_0324,3,2,4,0,O,,,,,
CE_0324,3,3,5,0,O,,,,,
CE_0324,3,4,6,0,O,,,,,
CE_0324,3,5,7,0,O,,,,,
CE_0324,3,6,8,0,O,,,,,
CE_0324,4,1,3,324,O,,,,,
CE_0324,4,2,4,0,O,,,,,
CE_0324,4,3,5,0,O,,,,,
CE_0324,4,4,6,0,O,,,,,
CE_0324,4,5,7,0,O,,,,,
CE_0324,4,6,8,0,O,,,,,
CE_0324,5,1,391,324,O,,,,,
CE_0324,5,2,4,0,O,,,,,
CE_0324,5,3,5,0,O,,,,,
CE_0324,5,4,6,0,O,,,,,
CE_0324,5,5,7,0,O,,,,,
CE_0324,5,6,8,0,O,,,,,
CE_0325,3,1,3,325,O,,,,,
CE_0325,3,2,4,0,O,,,,,
CE_0325,3,3,5,0,O,,,,,
CE_0325,3,4,6,0,O,,,,,
CE_0325,3,5,7,0,O,,,,,
CE_0325,3,6,8,0,O,,,,,
CE_0325,4,1,3,325,O,,,,,
CE_0325,4,2,4,0,O,,,,,
CE_0325,4,3,5,0,O,,,,,
CE_0325,4,4,6,0,O,,,,,
CE_0325,4,5,7,0,O,,,,,
CE_0325,4,6,8,0,O,,,,,
CE_0325,5,1,391,325,O,,,,,
CE_0325,5,2,4,0,O,,,,,
CE_0325,5,3,5,0,O,,,,,
CE_0325,5,4,6,0,O,,,,,
CE_0325,5,5,7,0,O,,,,,
CE_0325,5,6,8,0,O,,,,,
CE_0336,3,1,3,336,O,,,,,
CE_0336,3,2,4,0,O,,,,,
CE_0336,3,3,5,0,O,,,,,
CE_0336,3,4,6,0,O,,,,,
CE_0336,3,5,7,0,O,,,,,
CE_0336,3,6,8,0,O,,,,,
CE_0336,4,1,3,336,O,,,,,
CE_0336,4,2,4,0,O,,,,,
CE_0336,4,3,5,0,O,,,,,
CE_0336,4,4,6,0,O,,,,,
CE_0336,4,5,7,0,O,,,,,
CE_0336,4,6,8,0,O,,,,,
CE_0336,5,1,391,336,O,,,,,
CE_0336,5,2,4,0,O,,,,,
CE_0336,5,3,5,0,O,,,,,
CE_0336,5,4,6,0,O,,,,,
CE_0336,5,5,7,0,O,,,,,
CE_0336,5,6,8,0,O,,,,,
CE_0339,4,1,3,339,O,,,,,
CE_0339,4,2,4,0,O,,,,,
CE_0339,4,3,5,0,O,,,,,
CE_0339,4,4,6,0,O,,,,,
CE_0339,4,5,7,0,O,,,,,
CE_0339,4,6,8,0,O,,,,,
CE_0339,5,1,391,339,O,,,,,
CE_0339,5,2,4,0,O,,,,,
CE_0339,5,3,5,0,O,,,,,
CE_0339,5,4,6,0,O,,,,,
CE_0339,5,5,7,0,O,,,,,
CE_0339,5,6,8,0,O,,,,,
CE_0340,4,1,3,340,O,,,,,
CE_0340,4,2,4,0,O,,,,,
CE_0340,4,3,5,0,O,,,,,
CE_0340,4,4,6,0,O,,,,,
CE_0340,4,5,7,0,O,,,,,
CE_0340,4,6,8,0,O,,,,,
CE_0340,5,1,391,340,O,,,,,
CE_0340,5,2,4,0,O,,,,,
CE_0340,5,3,5,0,O,,,,,
CE_0340,5,4,6,0,O,,,,,
CE_0340,5,5,7,0,O,,,,,
CE_0340,5,6,8,0,O,,,,,
CE_0341,4,1,3,341,O,,,,,
CE_0341,4,2,4,0,O,,,,,
CE_0341,4,3,5,0,O,,,,,
CE_0341,4,4,6,0,O,,,,,
CE_0341,4,5,7,0,O,,,,,
CE_0341,4,6,8,0,O,,,,,
CE_0341,5,1,391,341,O,,,,,
CE_0341,5,2,4,0,O,,,,,
CE_0341,5,3,5,0,O,,,,,
CE_0341,5,4,6,0,O,,,,,
CE_0341,5,5,7,0,O,,,,,
CE_0341,5,6,8,0,O,,,,,
CE_0342,4,1,3,342,O,,,,,
CE_0342,4,2,4,0,O,,,,,
CE_0342,4,3,5,0,O,,,,,
CE_0342,4,4,6,0,O,,,,,
CE_0342,4,5,7,0,O,,,,,
CE_0342,4,6,8,0,O,,,,,
CE_0342,5,1,391,342,O,,,,,
CE_0342,5,2,4,0,O,,,,,
CE_0342,5,3,5,0,O,,,,,
CE_0342,5,4,6,0,O,,,,,
CE_0342,5,5,7,0,O,,,,,
CE_0342,5,6,8,0,O,,,,,
CE_0343,4,1,3,343,O,,,,,
CE_0343,4,2,4,0,O,,,,,
CE_0343,4,3,5,0,O,,,,,
CE_0343,4,4,6,0,O,,,,,
CE_0343,4,5,7,0,O,,,,,
CE_0343,4,6,8,0,O,,,,,
CE_0343,5,1,391,343,O,,,,,
CE_0343,5,2,4,0,O,,,,,
CE_0343,5,3,5,0,O,,,,,
CE_0343,5,4,6,0,O,,,,,
CE_0343,5,5,7,0,O,,,,,
CE_0343,5,6,8,0,O,,,,,
CE_0344,4,1,3,344,O,,,,,
CE_0344,4,2,4,0,O,,,,,
CE_0344,4,3,5,0,O,,,,,
CE_0344,4,4,6,0,O,,,,,
CE_0344,4,5,7,0,O,,,,,
CE_0344,4,6,8,0,O,,,,,
CE_0344,5,1,391,344,O,,,,,
CE_0344,5,2,4,0,O,,,,,
CE_0344,5,3,5,0,O,,,,,
CE_0344,5,4,6,0,O,,,,,
CE_0344,5,5,7,0,O,,,,,
CE_0344,5,6,8,0,O,,,,,
CE_0345,4,1,3,345,O,,,,,
CE_0345,4,2,4,0,O,,,,,
CE_0345,4,3,5,0,O,,,,,
CE_0345,4,4,6,0,O,,,,,
CE_0345,4,5,7,0,O,,,,,
CE_0345,4,6,8,0,O,,,,,
CE_0345,5,1,391,345,O,,,,,
CE_0345,5,2,4,0,O,,,,,
CE_0345,5,3,5,0,O,,,,,
CE_0345,5,4,6,0,O,,,,,
CE_0345,5,5,7,0,O,,,,,
CE_0345,5,6,8,0,O,,,,,
CE_0346,4,1,3,346,O,,,,,
CE_0346,4,2,4,0,O,,,,,
CE_0346,4,3,5,0,O,,,,,
CE_0346,4,4,6,0,O,,,,,
CE_0346,4,5,7,0,O,,,,,
CE_0346,4,6,8,0,O,,,,,
CE_0346,5,1,391,346,O,,,,,
CE_0346,5,2,4,0,O,,,,,
CE_0346,5,3,5,0,O,,,,,
CE_0346,5,4,6,0,O,,,,,
CE_0346,5,5,7,0,O,,,,,
CE_0346,5,6,8,0,O,,,,,
CE_0347,4,1,3,347,O,,,,,
CE_0347,4,2,4,0,O,,,,,
CE_0347,4,3,5,0,O,,,,,
CE_0347,4,4,6,0,O,,,,,
CE_0347,4,5,7,0,O,,,,,
CE_0347,4,6,8,0,O,,,,,
CE_0347,5,1,391,347,O,,,,,
CE_0347,5,2,4,0,O,,,,,
CE_0347,5,3,5,0,O,,,,,
CE_0347,5,4,6,0,O,,,,,
CE_0347,5,5,7,0,O,,,,,
CE_0347,5,6,8,0,O,,,,,
CE_0348,4,1,3,348,O,,,,,
CE_0348,4,2,4,0,O,,,,,
CE_0348,4,3,5,0,O,,,,,
CE_0348,4,4,6,0,O,,,,,
CE_0348,4,5,7,0,O,,,,,
CE_0348,4,6,8,0,O,,,,,
CE_0348,5,1,391,348,O,,,,,
CE_0348,5,2,4,0,O,,,,,
CE_0348,5,3,5,0,O,,,,,
CE_0348,5,4,6,0,O,,,,,
CE_0348,5,5,7,0,O,,,,,
CE_0348,5,6,8,0,O,,,,,
CE_0349,4,1,3,349,O,,,,,
CE_0349,4,2,4,0,O,,,,,
CE_0349,4,3,5,0,O,,,,,
CE_0349,4,4,6,0,O,,,,,
CE_0349,4,5,7,0,O,,,,,
CE_0349,4,6,8,0,O,,,,,
CE_0349,5,1,391,349,O,,,,,
CE_0349,5,2,4,0,O,,,,,
CE_0349,5,3,5,0,O,,,,,
CE_0349,5,4,6,0,O,,,,,
CE_0349,5,5,7,0,O,,,,,
CE_0349,5,6,8,0,O,,,,,
CE_0351,4,1,3,351,O,,,,,
CE_0351,4,2,4,0,O,,,,,
CE_0351,4,3,5,0,O,,,,,
CE_0351,4,4,6,0,O,,,,,
CE_0351,4,5,7,0,O,,,,,
CE_0351,4,6,8,0,O,,,,,
CE_0351,5,1,391,351,O,,,,,
CE_0351,5,2,4,0,O,,,,,
CE_0351,5,3,5,0,O,,,,,
CE_0351,5,4,6,0,O,,,,,
CE_0351,5,5,7,0,O,,,,,
CE_0351,5,6,8,0,O,,,,,
CE_0357,5,1,391,357,O,,,,,
CE_0357,5,2,4,0,O,,,,,
CE_0357,5,3,5,0,O,,,,,
CE_0357,5,4,6,0,O,,,,,
CE_0357,5,5,7,0,O,,,,,
CE_0357,5,6,8,0,O,,,,,
CE_0358,4,1,3,358,O,,,,,
CE_0358,4,2,4,0,O,,,,,
CE_0358,4,3,5,0,O,,,,,
CE_0358,4,4,6,0,O,,,,,
CE_0358,4,5,7,0,O,,,,,
CE_0358,4,6,8,0,O,,,,,
CE_0358,5,1,391,358,O,,,,,
CE_0358,5,2,4,0,O,,,,,
CE_0358,5,3,5,0,O,,,,,
CE_0358,5,4,6,0,O,,,,,
CE_0358,5,5,7,0,O,,,,,
CE_0358,5,6,8,0,O,,,,,
CE_0364,4,1,3,364,O,,,,,
CE_0364,4,2,4,0,O,,,,,
CE_0364,4,3,5,0,O,,,,,
CE_0364,4,4,6,0,O,,,,,
CE_0364,4,5,7,0,O,,,,,
CE_0364,4,6,8,0,O,,,,,
CE_0364,5,1,391,364,O,,,,,
CE_0364,5,2,4,0,O,,,,,
CE_0364,5,3,5,0,O,,,,,
CE_0364,5,4,6,0,O,,,,,
CE_0364,5,5,7,0,O,,,,,
CE_0364,5,6,8,0,O,,,,,
CE_0365,5,1,391,365,O,,,,,
CE_0365,5,2,4,0,O,,,,,
CE_0365,5,3,5,0,O,,,,,
CE_0365,5,4,6,0,O,,,,,
CE_0365,5,5,7,0,O,,,,,
CE_0365,5,6,8,0,O,,,,,
CE_0366,5,1,391,366,O,,,,,
CE_0366,5,2,4,0,O,,,,,
CE_0366,5,3,5,0,O,,,,,
CE_0366,5,4,6,0,O,,,,,
CE_0366,5,5,7,0,O,,,,,
CE_0366,5,6,8,0,O,,,,,
CE_0367,5,1,391,367,O,,,,,
CE_0367,5,2,4,0,O,,,,,
CE_0367,5,3,5,0,O,,,,,
CE_0367,5,4,6,0,O,,,,,
CE_0367,5,5,7,0,O,,,,,
CE_0367,5,6,8,0,O,,,,,
CE_0368,5,1,391,368,O,,,,,
CE_0368,5,2,4,0,O,,,,,
CE_0368,5,3,5,0,O,,,,,
CE_0368,5,4,6,0,O,,,,,
CE_0368,5,5,7,0,O,,,,,
CE_0368,5,6,8,0,O,,,,,
CE_0369,5,1,391,369,O,,,,,
CE_0369,5,2,4,0,O,,,,,
CE_0369,5,3,5,0,O,,,,,
CE_0369,5,4,6,0,O,,,,,
CE_0369,5,5,7,0,O,,,,,
CE_0369,5,6,8,0,O,,,,,
CE_0370,5,1,391,370,O,,,,,
CE_0370,5,2,4,0,O,,,,,
CE_0370,5,3,5,0,O,,,,,
CE_0370,5,4,6,0,O,,,,,
CE_0370,5,5,7,0,O,,,,,
CE_0370,5,6,8,0,O,,,,,
CE_0371,5,1,391,371,O,,,,,
CE_0371,5,2,4,0,O,,,,,
CE_0371,5,3,5,0,O,,,,,
CE_0371,5,4,6,0,O,,,,,
CE_0371,5,5,7,0,O,,,,,
CE_0371,5,6,8,0,O,,,,,
CE_0373,5,1,391,373,O,,,,,
CE_0373,5,2,4,0,O,,,,,
CE_0373,5,3,5,0,O,,,,,
CE_0373,5,4,6,0,O,,,,,
CE_0373,5,5,7,0,O,,,,,
CE_0373,5,6,8,0,O,,,,,
CE_0374,5,1,391,374,O,,,,,
CE_0374,5,2,4,0,O,,,,,
CE_0374,5,3,5,0,O,,,,,
CE_0374,5,4,6,0,O,,,,,
CE_0374,5,5,7,0,O,,,,,
CE_0374,5,6,8,0,O,,,,,
CE_0375,5,1,391,375,O,,,,,
CE_0375,5,2,4,0,O,,,,,
CE_0375,5,3,5,0,O,,,,,
CE_0375,5,4,6,0,O,,,,,
CE_0375,5,5,7,0,O,,,,,
CE_0375,5,6,8,0,O,,,,,
CE_0376,5,1,391,376,O,,,,,
CE_0376,5,2,4,0,O,,,,,
CE_0376,5,3,5,0,O,,,,,
CE_0376,5,4,6,0,O,,,,,
CE_0376,5,5,7,0,O,,,,,
CE_0376,5,6,8,0,O,,,,,
CE_0377,5,1,391,377,O,,,,,
CE_0377,5,2,4,0,O,,,,,
CE_0377,5,3,5,0,O,,,,,
CE_0377,5,4,6,0,O,,,,,
CE_0377,5,5,7,0,O,,,,,
CE_0377,5,6,8,0,O,,,,,
CE_0378,5,1,391,378,O,,,,,
CE_0378,5,2,4,0,O,,,,,
CE_0378,5,3,5,0,O,,,,,
CE_0378,5,4,6,0,O,,,,,
CE_0378,5,5,7,0,O,,,,,
CE_0378,5,6,8,0,O,,,,,
CE_0379,5,1,391,379,O,,,,,
CE_0379,5,2,4,0,O,,,,,
CE_0379,5,3,5,0,O,,,,,
CE_0379,5,4,6,0,O,,,,,
CE_0379,5,5,7,0,O,,,,,
CE_0379,5,6,8,0,O,,,,,
CE_0380,5,1,391,380,O,,,,,
CE_0380,5,2,4,0,O,,,,,
CE_0380,5,3,5,0,O,,,,,
CE_0380,5,4,6,0,O,,,,,
CE_0380,5,5,7,0,O,,,,,
CE_0380,5,6,8,0,O,,,,,
CE_0381,5,1,391,381,O,,,,,
CE_0381,5,2,4,0,O,,,,,
CE_0381,5,3,5,0,O,,,,,
CE_0381,5,4,6,0,O,,,,,
CE_0381,5,5,7,0,O,,,,,
CE_0381,5,6,8,0,O,,,,,
CE_0382,5,1,391,382,O,,,,,
CE_0382,5,2,4,0,O,,,,,
CE_0382,5,3,5,0,O,,,,,
CE_0382,5,4,6,0,O,,,,,
CE_0382,5,5,7,0,O,,,,,
CE_0382,5,6,8,0,O,,,,,
CE_0383,5,1,391,383,O,,,,,
CE_0383,5,2,4,0,O,,,,,
CE_0383,5,3,5,0,O,,,,,
CE_0383,5,4,6,0,O,,,,,
CE_0383,5,5,7,0,O,,,,,
CE_0383,5,6,8,0,O,,,,,
CE_0384,5,1,391,384,O,,,,,
CE_0384,5,2,4,0,O,,,,,
CE_0384,5,3,5,0,O,,,,,
CE_0384,5,4,6,0,O,,,,,
CE_0384,5,5,7,0,O,,,,,
CE_0384,5,6,8,0,O,,,,,
CE_0385,5,1,391,385,O,,,,,
CE_0385,5,2,4,0,O,,,,,
CE_0385,5,3,5,0,O,,,,,
CE_0385,5,4,6,0,O,,,,,
CE_0385,5,5,7,0,O,,,,,
CE_0385,5,6,8,0,O,,,,,
CE_0386,5,1,391,386,O,,,,,
CE_0386,5,2,4,0,O,,,,,
CE_0386,5,3,5,0,O,,,,,
CE_0386,5,4,6,0,O,,,,,
CE_0386,5,5,7,0,O,,,,,
CE_0386,5,6,8,0,O,,,,,
CE_0387,5,1,391,387,O,,,,,
CE_0387,5,2,4,0,O,,,,,
CE_0387,5,3,5,0,O,,,,,
CE_0387,5,4,6,0,O,,,,,
CE_0387,5,5,7,0,O,,,,,
CE_0387,5,6,8,0,O,,,,,
CE_0388,5,1,391,388,O,,,,,
CE_0388,5,2,4,0,O,,,,,
CE_0388,5,3,5,0,O,,,,,
CE_0388,5,4,6,0,O,,,,,
CE_0388,5,5,7,0,O,,,,,
CE_0388,5,6,8,0,O,,,,,
CE_0389,5,1,391,389,O,,,,,
CE_0389,5,2,4,0,O,,,,,
CE_0389,5,3,5,0,O,,,,,
CE_0389,5,4,6,0,O,,,,,
CE_0389,5,5,7,0,O,,,,,
CE_0389,5,6,8,0,O,,,,,
CE_0393,5,1,391,393,O,,,,,
CE_0393,5,2,4,0,O,,,,,
CE_0393,5,3,5,0,O,,,,,
CE_0393,5,4,6,0,O,,,,,
CE_0393,5,5,7,0,O,,,,,
CE_0393,5,6,8,0,O,,,,,
CE_0394,5,1,391,394,O,,,,,
CE_0394,5,2,4,0,O,,,,,
CE_0394,5,3,5,0,O,,,,,
CE_0394,5,4,6,0,O,,,,,
CE_0394,5,5,7,0,O,,,,,
CE_0394,5,6,8,0,O,,,,,
CE_0401,5,1,391,401,O,,,,,
CE_0401,5,2,4,0,O,,,,,
CE_0401,5,3,5,0,O,,,,,
CE_0401,5,4,6,0,O,,,,,
CE_0401,5,5,7,0,O,,,,,
CE_0401,5,6,8,0,O,,,,,
CE_0402,5,1,391,402,O,,,,,
CE_0402,5,2,4,0,O,,,,,
CE_0402,5,3,5,0,O,,,,,
CE_0402,5,4,6,0,O,,,,,
CE_0402,5,5,7,0,O,,,,,
CE_0402,5,6,8,0,O,,,,,
CE_0403,5,1,391,403,O,,,,,
CE_0403,5,2,4,0,O,,,,,
CE_0403,5,3,5,0,O,,,,,
CE_0403,5,4,6,0,O,,,,,
CE_0403,5,5,7,0,O,,,,,
CE_0403,5,6,8,0,O,,,,,
CE_0404,5,1,391,404,O,,,,,
CE_0404,5,2,4,0,O,,,,,
CE_0404,5,3,5,0,O,,,,,
CE_0404,5,4,6,0,O,,,,,
CE_0404,5,5,7,0,O,,,,,
CE_0404,5,6,8,0,O,,,,,
CE_0405,5,1,391,405,O,,,,,
CE_0405,5,2,4,0,O,,,,,
CE_0405,5,3,5,0,O,,,,,
CE_0405,5,4,6,0,O,,,,,
CE_0405,5,5,7,0,O,,,,,
CE_0405,5,6,8,0,O,,,,,
CE_0406,5,1,391,406,O,,,,,
CE_0406,5,2,4,0,O,,,,,
CE_0406,5,3,5,0,O,,,,,
CE_0406,5,4,6,0,O,,,,,
CE_0406,5,5,7,0,O,,,,,
CE_0406,5,6,8,0,O,,,,,
CE_0411,5,1,391,411,O,,,,,
CE_0411,5,2,4,0,O,,,,,
CE_0411,5,3,5,0,O,,,,,
CE_0411,5,4,6,0,O,,,,,
CE_0411,5,5,7,0,O,,,,,
CE_0411,5,6,8,0,O,,,,,
CE_0412,5,1,391,412,O,,,,,
CE_0412,5,2,4,0,O,,,,,
CE_0412,5,3,5,0,O,,,,,
CE_0412,5,4,6,0,O,,,,,
CE_0412,5,5,7,0,O,,,,,
CE_0412,5,6,8,0,O,,,,,
CE_0413,5,1,391,413,O,,,,,
CE_0413,5,2,4,0,O,,,,,
CE_0413,5,3,5,0,O,,,,,
CE_0413,5,4,6,0,O,,,,,
CE_0413,5,5,7,0,O,,,,,
CE_0413,5,6,8,0,O,,,,,
CE_0414,5,1,391,414,O,,,,,
CE_0414,5,2,4,0,O,,,,,
CE_0414,5,3,5,0,O,,,,,
CE_0414,5,4,6,0,O,,,,,
CE_0414,5,5,7,0,O,,,,,
CE_0414,5,6,8,0,O,,,,,
CE_0417,5,1,391,417,O,,,,,
CE_0417,5,2,4,0,O,,,,,
CE_0417,5,3,5,0,O,,,,,
CE_0417,5,4,6,0,O,,,,,
CE_0417,5,5,7,0,O,,,,,
CE_0417,5,6,8,0,O,,,,,
CE_0421,5,1,391,421,O,,,,,
CE_0421,5,2,4,0,O,,,,,
CE_0421,5,3,5,0,O,,,,,
CE_0421,5,4,6,0,O,,,,,
CE_0421,5,5,7,0,O,,,,,
CE_0421,5,6,8,0,O,,,,,
CE_0422,5,1,391,422,O,,,,,
CE_0422,5,2,4,0,O,,,,,
CE_0422,5,3,5,0,O,,,,,
CE_0422,5,4,6,0,O,,,,,
CE_0422,5,5,7,0,O,,,,,
CE_0422,5,6,8,0,O,,,,,
CE_0423,5,1,391,423,O,,,,,
CE_0423,5,2,4,0,O,,,,,
CE_0423,5,3,5,0,O,,,,,
CE_0423,5,4,6,0,O,,,,,
CE_0423,5,5,7,0,O,,,,,
CE_0423,5,6,8,0,O,,,,,
CE_0424,5,1,391,424,O,,,,,
CE_0424,5,2,4,0,O,,,,,
CE_0424,5,3,5,0,O,,,,,
CE_0424,5,4,6,0,O,,,,,
CE_0424,5,5,7,0,O,,,,,
CE_0424,5,6,8,0,O,,,,,
CE_0425,5,1,391,425,O,,,,,
CE_0425,5,2,4,0,O,,,,,
CE_0425,5,3,5,0,O,,,,,
CE_0425,5,4,6,0,O,,,,,
CE_0425,5,5,7,0,O,,,,,
CE_0425,5,6,8,0,O,,,,,
CE_0426,5,1,391,426,O,,,,,
CE_0426,5,2,4,0,O,,,,,
CE_0426,5,3,5,0,O,,,,,
CE_0426,5,4,6,0,O,,,,,
CE_0426,5,5,7,0,O,,,,,
CE_0426,5,6,8,0,O,,,,,
CE_0427,5,1,391,427,O,,,,,
CE_0427,5,2,4,0,O,,,,,
CE_0427,5,3,5,0,O,,,,,
CE_0427,5,4,6,0,O,,,,,
CE_0427,5,5,7,0,O,,,,,
CE_0427,5,6,8,0,O,,,,,
CE_0428,5,1,391,428,O,,,,,
CE_0428,5,2,4,0,O,,,,,
CE_0428,5,3,5,0,O,,,,,
CE_0428,5,4,6,0,O,,,,,
CE_0428,5,5,7,0,O,,,,,
CE_0428,5,6,8,0,O,,,,,
CE_0429,5,1,391,429,O,,,,,
CE_0429,5,2,4,0,O,,,,,
CE_0429,5,3,5,0,O,,,,,
CE_0429,5,4,6,0,O,,,,,
CE_0429,5,5,7,0,O,,,,,
CE_0429,5,6,8,0,O,,,,,
CE_0430,5,1,391,430,O,,,,,
CE_0430,5,2,4,0,O,,,,,
CE_0430,5,3,5,0,O,,,,,
CE_0430,5,4,6,0,O,,,,,
CE_0430,5,5,7,0,O,,,,,
CE_0430,5,6,8,0,O,,,,,
CE_0431,5,1,391,431,O,,,,,
CE_0431,5,2,4,0,O,,,,,
CE_0431,5,3,5,0,O,,,,,
CE_0431,5,4,6,0,O,,,,,
CE_0431,5,5,7,0,O,,,,,
CE_0431,5,6,8,0,O,,,,,
CE_0432,5,1,391,432,O,,,,,
CE_0432,5,2,4,0,O,,,,,
CE_0432,5,3,5,0,O,,,,,
CE_0432,5,4,6,0,O,,,,,
CE_0432,5,5,7,0,O,,,,,
CE_0432,5,6,8,0,O,,,,,
CE_0433,5,1,391,433,O,,,,,
CE_0433,5,2,4,0,O,,,,,
CE_0433,5,3,5,0,O,,,,,
CE_0433,5,4,6,0,O,,,,,
CE_0433,5,5,7,0,O,,,,,
CE_0433,5,6,8,0,O,,,,,
CE_0434,5,1,391,434,O,,,,,
CE_0434,5,2,4,0,O,,,,,
CE_0434,5,3,5,0,O,,,,,
CE_0434,5,4,6,0,O,,,,,
CE_0434,5,5,7,0,O,,,,,
CE_0434,5,6,8,0,O,,,,,
CE_0435,5,1,391,435,O,,,,,
CE_0435,5,2,4,0,O,,,,,
CE_0435,5,3,5,0,O,,,,,
CE_0435,5,4,6,0,O,,,,,
CE_0435,5,5,7,0,O,,,,,
CE_0435,5,6,8,0,O,,,,,
CE_0436,5,1,391,436,O,,,,,
CE_0436,5,2,4,0,O,,,,,
CE_0436,5,3,5,0,O,,,,,
CE_0436,5,4,6,0,O,,,,,
CE_0436,5,5,7,0,O,,,,,
CE_0436,5,6,8,0,O,,,,,
CE_0437,5,1,391,437,O,,,,,
CE_0437,5,2,4,0,O,,,,,
CE_0437,5,3,5,0,O,,,,,
CE_0437,5,4,6,0,O,,,,,
CE_0437,5,5,7,0,O,,,,,
CE_0437,5,6,8,0,O,,,,,
CE_0438,5,1,391,438,O,,,,,
CE_0438,5,2,4,0,O,,,,,
CE_0438,5,3,5,0,O,,,,,
CE_0438,5,4,6,0,O,,,,,
CE_0438,5,5,7,0,O,,,,,
CE_0438,5,6,8,0,O,,,,,
CE_0443,5,1,391,443,O,,,,,
CE_0443,5,2,4,0,O,,,,,
CE_0443,5,3,5,0,O,,,,,
CE_0443,5,4,6,0,O,,,,,
CE_0443,5,5,7,0,O,,,,,
CE_0443,5,6,8,0,O,,,,,
CE_0446,5,1,391,446,O,,,,,
CE_0446,5,2,4,0,O,,,,,
CE_0446,5,3,5,0,O,,,,,
CE_0446,5,4,6,0,O,,,,,
CE_0446,5,5,7,0,O,,,,,
CE_0446,5,6,8,0,O,,,,,
CE_0447,5,1,391,447,O,,,,,
CE_0447,5,2,4,0,O,,,,,
CE_0447,5,3,5,0,O,,,,,
CE_0447,5,4,6,0,O,,,,,
CE_0447,5,5,7,0,O,,,,,
CE_0447,5,6,8,0,O,,,,,
CE_0450,5,1,391,450,O,,,,,
CE_0450,5,2,4,0,O,,,,,
CE_0450,5,3,5,0,O,,,,,
CE_0450,5,4,6,0,O,,,,,
CE_0450,5,5,7,0,O,,,,,
CE_0450,5,6,8,0,O,,,,,
CE_0451,5,1,391,451,O,,,,,
CE_0451,5,2,4,0,O,,,,,
CE_0451,5,3,5,0,O,,,,,
CE_0451,5,4,6,0,O,,,,,
