message_structure,version_id,seq_no,seg_code,groupname,modification,repetitional,optional,status
ADT_A54,5,14,PV2,,O,FALSE,TRUE,
ADT_A54,5,18,ROL,,O,TRUE,TRUE,
ADT_A54,6,1,MSH,,O,FALSE,FALSE,
ADT_A54,6,2,SFT,,O,TRUE,TRUE,
ADT_A54,6,3,EVN,,O,FALSE,FALSE,
ADT_A54,6,4,PID,,O,FALSE,FALSE,
ADT_A54,6,5,PD1,,O,FALSE,TRUE,
ADT_A54,6,6,ROL,,O,TRUE,TRUE,
ADT_A54,6,7,PV1,,O,FALSE,FALSE,
ADT_A54,6,8,PV2,,O,FALSE,TRUE,
ADT_A54,6,9,ROL,,O,TRUE,TRUE,
ADT_A54,7,1,MSH,,O,FALSE,FALSE,
ADT_A54,7,2,SFT,,O,TRUE,TRUE,
ADT_A54,7,3,UAC,,O,FALSE,TRUE,
ADT_A54,7,4,EVN,,O,FALSE,FALSE,
ADT_A54,7,5,PID,,O,FALSE,FALSE,
ADT_A54,7,6,PD1,,O,FALSE,TRUE,
ADT_A54,7,7,ROL,,O,TRUE,TRUE,
ADT_A54,7,8,PV1,,O,FALSE,FALSE,
ADT_A54,7,9,PV2,,O,FALSE,TRUE,
ADT_A54,7,10,ROL,,O,TRUE,TRUE,
ADT_A54,8,1,MSH,,O,FALSE,FALSE,
ADT_A54,8,2,SFT,,O,TRUE,TRUE,
ADT_A54,8,3,UAC,,O,FALSE,TRUE,
ADT_A54,8,4,EVN,,O,FALSE,FALSE,
ADT_A54,8,5,PID,,O,FALSE,FALSE,
ADT_A54,8,6,PD1,,O,FALSE,TRUE,
ADT_A54,8,7,ROL,,O,TRUE,TRUE,
ADT_A54,8,8,PV1,,O,FALSE,FALSE,
ADT_A54,8,9,PV2,,O,FALSE,TRUE,
ADT_A54,8,10,ROL,,O,TRUE,TRUE,
ADT_A54,9,1,MSH,,O,FALSE,FALSE,
ADT_A54,9,2,SFT,,O,TRUE,TRUE,
ADT_A54,9,3,UAC,,O,FALSE,TRUE,
ADT_A54,9,4,EVN,,O,FALSE,FALSE,
ADT_A54,9,5,PID,,O,FALSE,FALSE,
ADT_A54,9,6,PD1,,O,FALSE,TRUE,
ADT_A54,9,7,ROL,,O,TRUE,TRUE,
ADT_A54,9,8,PV1,,O,FALSE,FALSE,
ADT_A54,9,9,PV2,,O,FALSE,TRUE,
ADT_A54,9,10,ROL,,O,TRUE,TRUE,
ADT_A54,61,1,MSH,,O,FALSE,FALSE,
ADT_A54,61,2,SFT,,O,TRUE,TRUE,
ADT_A54,61,3,EVN,,O,FALSE,FALSE,
ADT_A54,61,4,PID,,O,FALSE,FALSE,
ADT_A54,61,5,PD1,,O,FALSE,TRUE,
ADT_A54,61,6,ROL,,O,TRUE,TRUE,
ADT_A54,61,7,PV1,,O,FALSE,FALSE,
ADT_A54,61,8,PV2,,O,FALSE,TRUE,
ADT_A54,61,9,ROL,,O,TRUE,TRUE,
ADT_A54,81,1,MSH,,O,FALSE,FALSE,
ADT_A54,81,2,SFT,,O,TRUE,TRUE,
ADT_A54,81,3,UAC,,O,FALSE,TRUE,
ADT_A54,81,4,EVN,,O,FALSE,FALSE,
ADT_A54,81,5,PID,,O,FALSE,FALSE,
ADT_A54,81,6,PD1,,O,FALSE,TRUE,
ADT_A54,81,7,ROL,,O,TRUE,TRUE,
ADT_A54,81,8,PV1,,O,FALSE,FALSE,
ADT_A54,81,9,PV2,,O,FALSE,TRUE,
ADT_A54,81,10,ROL,,O,TRUE,TRUE,
ADT_A54,91,1,MSH,,O,FALSE,FALSE,
ADT_A54,91,2,SFT,,O,TRUE,TRUE,
ADT_A54,91,3,UAC,,O,FALSE,TRUE,
ADT_A54,91,4,EVN,,O,FALSE,FALSE,
ADT_A54,91,5,PID,,O,FALSE,FALSE,
ADT_A54,91,6,PD1,,O,FALSE,TRUE,
ADT_A54,91,7,ROL,,O,TRUE,TRUE,
ADT_A54,91,8,PV1,,O,FALSE,FALSE,
ADT_A54,91,9,PV2,,O,FALSE,TRUE,
ADT_A54,91,10,ROL,,O,TRUE,TRUE,
ADT_A54,92,1,MSH,,O,FALSE,FALSE,
ADT_A54,92,2,SFT,,O,TRUE,TRUE,
ADT_A54,92,3,UAC,,O,FALSE,TRUE,
ADT_A54,92,4,EVN,,O,FALSE,FALSE,
ADT_A54,92,5,PID,,O,FALSE,FALSE,
ADT_A54,92,6,PD1,,O,FALSE,TRUE,
ADT_A54,92,7,ROL,,O,TRUE,TRUE,
ADT_A54,92,8,PV1,,O,FALSE,FALSE,
ADT_A54,92,9,PV2,,O,FALSE,TRUE,
ADT_A54,92,10,ROL,,O,TRUE,TRUE,
ADT_A60,5,1,MSH,,O,FALSE,FALSE,
ADT_A60,5,2,EVN,,O,FALSE,FALSE,
ADT_A60,5,3,PID,,O,FALSE,FALSE,
ADT_A60,5,5,PV1,,O,FALSE,TRUE,
ADT_A60,5,8,PV2,,O,FALSE,TRUE,
ADT_A60,5,12,IAM,,O,TRUE,TRUE,
ADT_A60,6,1,MSH,,O,FALSE,FALSE,
ADT_A60,6,2,SFT,,O,TRUE,TRUE,
ADT_A60,6,3,EVN,,O,FALSE,FALSE,
ADT_A60,6,4,PID,,O,FALSE,FALSE,
ADT_A60,6,5,PV1,,O,FALSE,TRUE,
ADT_A60,6,6,PV2,,O,FALSE,TRUE,
ADT_A60,6,7,IAM,,O,TRUE,TRUE,
ADT_A60,7,1,MSH,,O,FALSE,FALSE,
ADT_A60,7,2,SFT,,O,TRUE,TRUE,
ADT_A60,7,3,UAC,,O,FALSE,TRUE,
ADT_A60,7,4,EVN,,O,FALSE,FALSE,
ADT_A60,7,5,PID,,O,FALSE,FALSE,
ADT_A60,7,6,ARV,,O,TRUE,TRUE,
ADT_A60,7,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,7,8,PV1,,O,FALSE,FALSE,
ADT_A60,7,9,PV2,,O,FALSE,TRUE,
ADT_A60,7,10,ARV,,O,TRUE,TRUE,
ADT_A60,7,11,],VISIT,O,FALSE,FALSE,
ADT_A60,7,12,IAM,,O,TRUE,TRUE,
ADT_A60,8,1,MSH,,O,FALSE,FALSE,
ADT_A60,8,2,SFT,,O,TRUE,TRUE,
ADT_A60,8,3,UAC,,O,FALSE,TRUE,
ADT_A60,8,4,EVN,,O,FALSE,FALSE,
ADT_A60,8,5,PID,,O,FALSE,FALSE,
ADT_A60,8,6,ARV,,O,TRUE,TRUE,
ADT_A60,8,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,8,8,PV1,,O,FALSE,FALSE,
ADT_A60,8,9,PV2,,O,FALSE,TRUE,
ADT_A60,8,10,ARV,,O,TRUE,TRUE,
ADT_A60,8,11,],VISIT,O,FALSE,FALSE,
ADT_A60,8,12,[{,ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,8,13,IAM,,O,FALSE,FALSE,
ADT_A60,8,14,NTE,,O,TRUE,TRUE,
ADT_A60,8,15,IAR,,O,TRUE,TRUE,
ADT_A60,8,16,}],ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,9,1,MSH,,O,FALSE,FALSE,
ADT_A60,9,2,SFT,,O,TRUE,TRUE,
ADT_A60,9,3,UAC,,O,FALSE,TRUE,
ADT_A60,9,4,EVN,,O,FALSE,FALSE,
ADT_A60,9,5,PID,,O,FALSE,FALSE,
ADT_A60,9,6,ARV,,O,TRUE,TRUE,
ADT_A60,9,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,9,8,PV1,,O,FALSE,FALSE,
ADT_A60,9,9,PV2,,O,FALSE,TRUE,
ADT_A60,9,10,ARV,,O,TRUE,TRUE,
ADT_A60,9,11,],VISIT,O,FALSE,FALSE,
ADT_A60,9,12,[{,ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,9,13,IAM,,O,FALSE,FALSE,
ADT_A60,9,14,NTE,,O,TRUE,TRUE,
ADT_A60,9,15,IAR,,O,TRUE,TRUE,
ADT_A60,9,16,}],ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,61,1,MSH,,O,FALSE,FALSE,
ADT_A60,61,2,SFT,,O,TRUE,TRUE,
ADT_A60,61,3,EVN,,O,FALSE,FALSE,
ADT_A60,61,4,PID,,O,FALSE,FALSE,
ADT_A60,61,5,PV1,,O,FALSE,TRUE,
ADT_A60,61,6,PV2,,O,FALSE,TRUE,
ADT_A60,61,7,IAM,,O,TRUE,TRUE,
ADT_A60,81,1,MSH,,O,FALSE,FALSE,
ADT_A60,81,2,SFT,,O,TRUE,TRUE,
ADT_A60,81,3,UAC,,O,FALSE,TRUE,
ADT_A60,81,4,EVN,,O,FALSE,FALSE,
ADT_A60,81,5,PID,,O,FALSE,FALSE,
ADT_A60,81,6,ARV,,O,TRUE,TRUE,
ADT_A60,81,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,81,8,PV1,,O,FALSE,FALSE,
ADT_A60,81,9,PV2,,O,FALSE,TRUE,
ADT_A60,81,10,ARV,,O,TRUE,TRUE,
ADT_A60,81,11,],VISIT,O,FALSE,FALSE,
ADT_A60,81,12,[{,ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,81,13,IAM,,O,FALSE,FALSE,
ADT_A60,81,14,NTE,,O,TRUE,TRUE,
ADT_A60,81,15,IAR,,O,TRUE,TRUE,
ADT_A60,81,16,}],ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,91,1,MSH,,O,FALSE,FALSE,
ADT_A60,91,2,SFT,,O,TRUE,TRUE,
ADT_A60,91,3,UAC,,O,FALSE,TRUE,
ADT_A60,91,4,EVN,,O,FALSE,FALSE,
ADT_A60,91,5,PID,,O,FALSE,FALSE,
ADT_A60,91,6,ARV,,O,TRUE,TRUE,
ADT_A60,91,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,91,8,PV1,,O,FALSE,FALSE,
ADT_A60,91,9,PV2,,O,FALSE,TRUE,
ADT_A60,91,10,ARV,,O,TRUE,TRUE,
ADT_A60,91,11,],VISIT,O,FALSE,FALSE,
ADT_A60,91,12,[{,ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,91,13,IAM,,O,FALSE,FALSE,
ADT_A60,91,14,NTE,,O,TRUE,TRUE,
ADT_A60,91,15,IAR,,O,TRUE,TRUE,
ADT_A60,91,16,}],ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,92,1,MSH,,O,FALSE,FALSE,
ADT_A60,92,2,SFT,,O,TRUE,TRUE,
ADT_A60,92,3,UAC,,O,FALSE,TRUE,
ADT_A60,92,4,EVN,,O,FALSE,FALSE,
ADT_A60,92,5,PID,,O,FALSE,FALSE,
ADT_A60,92,6,ARV,,O,TRUE,TRUE,
ADT_A60,92,7,[,VISIT,O,FALSE,FALSE,
ADT_A60,92,8,PV1,,O,FALSE,FALSE,
ADT_A60,92,9,PV2,,O,FALSE,TRUE,
ADT_A60,92,10,ARV,,O,TRUE,TRUE,
ADT_A60,92,11,],VISIT,O,FALSE,FALSE,
ADT_A60,92,12,[{,ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A60,92,13,IAM,,O,FALSE,FALSE,
ADT_A60,92,14,NTE,,O,TRUE,TRUE,
ADT_A60,92,15,IAR,,O,TRUE,TRUE,
ADT_A60,92,16,}],ADVERSE_REACTION_GROUP,O,FALSE,FALSE,
ADT_A61,5,1,MSH,,O,FALSE,FALSE,
ADT_A61,5,2,EVN,,O,FALSE,FALSE,
ADT_A61,5,3,PID,,O,FALSE,FALSE,
ADT_A61,5,5,PD1,,O,FALSE,TRUE,
ADT_A61,5,7,PV1,,O,FALSE,FALSE,
ADT_A61,5,10,ROL,,O,TRUE,TRUE,
ADT_A61,5,14,PV2,,O,FALSE,TRUE,
ADT_A61,6,1,MSH,,O,FALSE,FALSE,
ADT_A61,6,2,SFT,,O,TRUE,TRUE,
ADT_A61,6,3,EVN,,O,FALSE,FALSE,
ADT_A61,6,4,PID,,O,FALSE,FALSE,
ADT_A61,6,5,PD1,,O,FALSE,TRUE,
ADT_A61,6,6,PV1,,O,FALSE,FALSE,
ADT_A61,6,7,ROL,,O,TRUE,TRUE,
ADT_A61,6,8,PV2,,O,FALSE,TRUE,
ADT_A61,7,1,MSH,,O,FALSE,FALSE,
ADT_A61,7,2,SFT,,O,TRUE,TRUE,
ADT_A61,7,3,UAC,,O,FALSE,TRUE,
ADT_A61,7,4,EVN,,O,FALSE,FALSE,
ADT_A61,7,5,PID,,O,FALSE,FALSE,
ADT_A61,7,6,PD1,,O,FALSE,TRUE,
ADT_A61,7,7,ROL,,O,TRUE,TRUE,
ADT_A61,7,8,PV1,,O,FALSE,FALSE,
ADT_A61,7,9,ROL,,O,TRUE,TRUE,
ADT_A61,7,10,PV2,,O,FALSE,TRUE,
ADT_A61,8,1,MSH,,O,FALSE,FALSE,
ADT_A61,8,2,SFT,,O,TRUE,TRUE,
ADT_A61,8,3,UAC,,O,FALSE,TRUE,
ADT_A61,8,4,EVN,,O,FALSE,FALSE,
ADT_A61,8,5,PID,,O,FALSE,FALSE,
ADT_A61,8,6,PD1,,O,FALSE,TRUE,
ADT_A61,8,7,ROL,,O,TRUE,TRUE,
ADT_A61,8,8,PV1,,O,FALSE,FALSE,
ADT_A61,8,9,ROL,,O,TRUE,TRUE,
ADT_A61,8,10,PV2,,O,FALSE,TRUE,
ADT_A61,9,1,MSH,,O,FALSE,FALSE,
ADT_A61,9,2,SFT,,O,TRUE,TRUE,
ADT_A61,9,3,UAC,,O,FALSE,TRUE,
ADT_A61,9,4,EVN,,O,FALSE,FALSE,
ADT_A61,9,5,PID,,O,FALSE,FALSE,
ADT_A61,9,6,PD1,,O,FALSE,TRUE,
ADT_A61,9,7,ROL,,O,TRUE,TRUE,
ADT_A61,9,8,PV1,,O,FALSE,FALSE,
ADT_A61,9,9,ROL,,O,TRUE,TRUE,
ADT_A61,9,10,PV2,,O,FALSE,TRUE,
ADT_A61,61,1,MSH,,O,FALSE,FALSE,
ADT_A61,61,2,SFT,,O,TRUE,TRUE,
ADT_A61,61,3,EVN,,O,FALSE,FALSE,
ADT_A61,61,4,PID,,O,FALSE,FALSE,
ADT_A61,61,5,PD1,,O,FALSE,TRUE,
ADT_A61,61,6,PV1,,O,FALSE,FALSE,
ADT_A61,61,7,ROL,,O,TRUE,TRUE,
ADT_A61,61,8,PV2,,O,FALSE,TRUE,
ADT_A61,81,1,MSH,,O,FALSE,FALSE,
ADT_A61,81,2,SFT,,O,TRUE,TRUE,
ADT_A61,81,3,UAC,,O,FALSE,TRUE,
ADT_A61,81,4,EVN,,O,FALSE,FALSE,
ADT_A61,81,5,PID,,O,FALSE,FALSE,
ADT_A61,81,6,PD1,,O,FALSE,TRUE,
ADT_A61,81,7,ROL,,O,TRUE,TRUE,
ADT_A61,81,8,PV1,,O,FALSE,FALSE,
ADT_A61,81,9,ROL,,O,TRUE,TRUE,
ADT_A61,81,10,PV2,,O,FALSE,TRUE,
ADT_A61,91,1,MSH,,O,FALSE,FALSE,
ADT_A61,91,2,SFT,,O,TRUE,TRUE,
ADT_A61,91,3,UAC,,O,FALSE,TRUE,
ADT_A61,91,4,EVN,,O,FALSE,FALSE,
ADT_A61,91,5,PID,,O,FALSE,FALSE,
ADT_A61,91,6,PD1,,O,FALSE,TRUE,
ADT_A61,91,7,ROL,,O,TRUE,TRUE,
ADT_A61,91,8,PV1,,O,FALSE,FALSE,
ADT_A61,91,9,ROL,,O,TRUE,TRUE,
ADT_A61,91,10,PV2,,O,FALSE,TRUE,
ADT_A61,92,1,MSH,,O,FALSE,FALSE,
ADT_A61,92,2,SFT,,O,TRUE,TRUE,
ADT_A61,92,3,UAC,,O,FALSE,TRUE,
ADT_A61,92,4,EVN,,O,FALSE,FALSE,
ADT_A61,92,5,PID,,O,FALSE,FALSE,
ADT_A61,92,6,PD1,,O,FALSE,TRUE,
ADT_A61,92,7,ROL,,O,TRUE,TRUE,
ADT_A61,92,8,PV1,,O,FALSE,FALSE,
ADT_A61,92,9,ROL,,O,TRUE,TRUE,
ADT_A61,92,10,PV2,,O,FALSE,TRUE,
BAR_P01,5,1,MSH,,O,FALSE,FALSE,
BAR_P01,5,2,EVN,,O,FALSE,FALSE,
BAR_P01,5,3,PID,,O,FALSE,FALSE,
BAR_P01,5,5,PD1,,O,FALSE,TRUE,
BAR_P01,5,9,ROL,,O,TRUE,TRUE,
BAR_P01,5,12,{,VISIT,O,FALSE,FALSE,
BAR_P01,5,14,PV1,,O,FALSE,TRUE,
BAR_P01,5,17,PV2,,O,FALSE,TRUE,
BAR_P01,5,21,ROL,,O,TRUE,TRUE,
BAR_P01,5,26,DB1,,O,TRUE,TRUE,
BAR_P01,5,31,OBX,,O,TRUE,TRUE,
BAR_P01,5,36,AL1,,O,TRUE,TRUE,
BAR_P01,5,41,DG1,,O,TRUE,TRUE,
BAR_P01,5,45,DRG,,O,FALSE,TRUE,
BAR_P01,5,47,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,5,49,PR1,,O,FALSE,FALSE,
BAR_P01,5,52,ROL,,O,TRUE,TRUE,
BAR_P01,5,56,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,5,59,GT1,,O,TRUE,TRUE,
BAR_P01,5,64,NK1,,O,TRUE,TRUE,
BAR_P01,5,67,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,5,69,IN1,,O,FALSE,FALSE,
BAR_P01,5,71,IN2,,O,FALSE,TRUE,
BAR_P01,5,75,IN3,,O,TRUE,TRUE,
BAR_P01,5,80,ROL,,O,TRUE,TRUE,
BAR_P01,5,84,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,5,86,ACC,,O,FALSE,TRUE,
BAR_P01,5,89,UB1,,O,FALSE,TRUE,
BAR_P01,5,92,UB2,,O,FALSE,TRUE,
BAR_P01,5,94,},VISIT,O,FALSE,FALSE,
BAR_P01,6,1,MSH,,O,FALSE,FALSE,
BAR_P01,6,2,SFT,,O,TRUE,TRUE,
BAR_P01,6,3,EVN,,O,FALSE,FALSE,
BAR_P01,6,4,PID,,O,FALSE,FALSE,
BAR_P01,6,5,PD1,,O,FALSE,TRUE,
BAR_P01,6,6,ROL,,O,TRUE,TRUE,
BAR_P01,6,7,{,VISIT,O,FALSE,FALSE,
BAR_P01,6,8,PV1,,O,FALSE,TRUE,
BAR_P01,6,9,PV2,,O,FALSE,TRUE,
BAR_P01,6,10,ROL,,O,TRUE,TRUE,
BAR_P01,6,11,DB1,,O,TRUE,TRUE,
BAR_P01,6,12,OBX,,O,TRUE,TRUE,
BAR_P01,6,13,AL1,,O,TRUE,TRUE,
BAR_P01,6,14,DG1,,O,TRUE,TRUE,
BAR_P01,6,15,DRG,,O,FALSE,TRUE,
BAR_P01,6,16,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,6,17,PR1,,O,FALSE,FALSE,
BAR_P01,6,18,ROL,,O,TRUE,TRUE,
BAR_P01,6,19,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,6,20,GT1,,O,TRUE,TRUE,
BAR_P01,6,21,NK1,,O,TRUE,TRUE,
BAR_P01,6,22,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,6,23,IN1,,O,FALSE,FALSE,
BAR_P01,6,24,IN2,,O,FALSE,TRUE,
BAR_P01,6,25,IN3,,O,TRUE,TRUE,
BAR_P01,6,26,ROL,,O,TRUE,TRUE,
BAR_P01,6,27,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,6,28,ACC,,O,FALSE,TRUE,
BAR_P01,6,29,UB1,,O,FALSE,TRUE,
BAR_P01,6,30,UB2,,O,FALSE,TRUE,
BAR_P01,6,31,},VISIT,O,FALSE,FALSE,
BAR_P01,7,1,MSH,,O,FALSE,FALSE,
BAR_P01,7,2,SFT,,O,TRUE,TRUE,
BAR_P01,7,3,UAC,,O,FALSE,TRUE,
BAR_P01,7,4,EVN,,O,FALSE,FALSE,
BAR_P01,7,5,PID,,O,FALSE,FALSE,
BAR_P01,7,6,PD1,,O,FALSE,TRUE,
BAR_P01,7,7,ROL,,O,TRUE,TRUE,
BAR_P01,7,8,{,VISIT,O,FALSE,FALSE,
BAR_P01,7,9,PV1,,O,FALSE,TRUE,
BAR_P01,7,10,PV2,,O,FALSE,TRUE,
BAR_P01,7,11,ROL,,O,TRUE,TRUE,
BAR_P01,7,12,DB1,,O,TRUE,TRUE,
BAR_P01,7,13,OBX,,O,TRUE,TRUE,
BAR_P01,7,14,AL1,,O,TRUE,TRUE,
BAR_P01,7,15,DG1,,O,TRUE,TRUE,
BAR_P01,7,16,DRG,,O,FALSE,TRUE,
BAR_P01,7,17,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,7,18,PR1,,O,FALSE,FALSE,
BAR_P01,7,19,ROL,,O,TRUE,TRUE,
BAR_P01,7,20,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,7,21,GT1,,O,TRUE,TRUE,
BAR_P01,7,22,NK1,,O,TRUE,TRUE,
BAR_P01,7,23,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,7,24,IN1,,O,FALSE,FALSE,
BAR_P01,7,25,IN2,,O,FALSE,TRUE,
BAR_P01,7,26,IN3,,O,TRUE,TRUE,
BAR_P01,7,27,ROL,,O,TRUE,TRUE,
BAR_P01,7,28,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,7,29,ACC,,O,FALSE,TRUE,
BAR_P01,7,30,UB1,,O,FALSE,TRUE,
BAR_P01,7,31,UB2,,O,FALSE,TRUE,
BAR_P01,7,32,},VISIT,O,FALSE,FALSE,
BAR_P01,8,1,MSH,,O,FALSE,FALSE,
BAR_P01,8,2,SFT,,O,TRUE,TRUE,
BAR_P01,8,3,UAC,,O,FALSE,TRUE,
BAR_P01,8,4,EVN,,O,FALSE,FALSE,
BAR_P01,8,5,PID,,O,FALSE,FALSE,
BAR_P01,8,6,PD1,,O,FALSE,TRUE,
BAR_P01,8,7,ROL,,O,TRUE,TRUE,
BAR_P01,8,8,{,VISIT,O,FALSE,FALSE,
BAR_P01,8,9,PV1,,O,FALSE,TRUE,
BAR_P01,8,10,PV2,,O,FALSE,TRUE,
BAR_P01,8,11,ROL,,O,TRUE,TRUE,
BAR_P01,8,12,DB1,,O,TRUE,TRUE,
BAR_P01,8,13,OBX,,O,TRUE,TRUE,
BAR_P01,8,14,AL1,,O,TRUE,TRUE,
BAR_P01,8,15,DG1,,O,TRUE,TRUE,
BAR_P01,8,16,DRG,,O,FALSE,TRUE,
BAR_P01,8,17,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,8,18,PR1,,O,FALSE,FALSE,
BAR_P01,8,19,ROL,,O,TRUE,TRUE,
BAR_P01,8,20,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,8,21,GT1,,O,TRUE,TRUE,
BAR_P01,8,22,NK1,,O,TRUE,TRUE,
BAR_P01,8,23,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,8,24,IN1,,O,FALSE,FALSE,
BAR_P01,8,25,IN2,,O,FALSE,TRUE,
BAR_P01,8,26,IN3,,O,TRUE,TRUE,
BAR_P01,8,27,ROL,,O,TRUE,TRUE,
BAR_P01,8,28,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,8,29,ACC,,O,FALSE,TRUE,
BAR_P01,8,30,UB1,,O,FALSE,TRUE,
BAR_P01,8,31,UB2,,O,FALSE,TRUE,
BAR_P01,8,32,},VISIT,O,FALSE,FALSE,
BAR_P01,9,1,MSH,,O,FALSE,FALSE,
BAR_P01,9,2,SFT,,O,TRUE,TRUE,
BAR_P01,9,3,UAC,,O,FALSE,TRUE,
BAR_P01,9,4,EVN,,O,FALSE,FALSE,
BAR_P01,9,5,PID,,O,FALSE,FALSE,
BAR_P01,9,6,PD1,,O,FALSE,TRUE,
BAR_P01,9,7,PRT,,O,TRUE,TRUE,
BAR_P01,9,8,ROL,,O,TRUE,TRUE,
BAR_P01,9,9,{,VISIT,O,FALSE,FALSE,
BAR_P01,9,10,PV1,,O,FALSE,TRUE,
BAR_P01,9,11,PV2,,O,FALSE,TRUE,
BAR_P01,9,12,PRT,,O,TRUE,TRUE,
BAR_P01,9,13,ROL,,O,TRUE,TRUE,
BAR_P01,9,14,DB1,,O,TRUE,TRUE,
BAR_P01,9,15,OBX,,O,TRUE,TRUE,
BAR_P01,9,16,AL1,,O,TRUE,TRUE,
BAR_P01,9,17,DG1,,O,TRUE,TRUE,
BAR_P01,9,18,DRG,,O,FALSE,TRUE,
BAR_P01,9,19,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,9,20,PR1,,O,FALSE,FALSE,
BAR_P01,9,21,PRT,,O,TRUE,TRUE,
BAR_P01,9,22,ROL,,O,TRUE,TRUE,
BAR_P01,9,23,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,9,24,GT1,,O,TRUE,TRUE,
BAR_P01,9,25,NK1,,O,TRUE,TRUE,
BAR_P01,9,26,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,9,27,IN1,,O,FALSE,FALSE,
BAR_P01,9,28,IN2,,O,FALSE,TRUE,
BAR_P01,9,29,IN3,,O,TRUE,TRUE,
BAR_P01,9,30,PRT,,O,TRUE,TRUE,
BAR_P01,9,31,ROL,,O,TRUE,TRUE,
BAR_P01,9,32,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,9,33,ACC,,O,FALSE,TRUE,
BAR_P01,9,34,UB1,,O,FALSE,TRUE,
BAR_P01,9,35,UB2,,O,FALSE,TRUE,
BAR_P01,9,36,},VISIT,O,FALSE,FALSE,
BAR_P01,61,1,MSH,,O,FALSE,FALSE,
BAR_P01,61,2,SFT,,O,TRUE,TRUE,
BAR_P01,61,3,EVN,,O,FALSE,FALSE,
BAR_P01,61,4,PID,,O,FALSE,FALSE,
BAR_P01,61,5,PD1,,O,FALSE,TRUE,
BAR_P01,61,6,ROL,,O,TRUE,TRUE,
BAR_P01,61,7,{,VISIT,O,FALSE,FALSE,
BAR_P01,61,8,PV1,,O,FALSE,TRUE,
BAR_P01,61,9,PV2,,O,FALSE,TRUE,
BAR_P01,61,10,ROL,,O,TRUE,TRUE,
BAR_P01,61,11,DB1,,O,TRUE,TRUE,
BAR_P01,61,12,OBX,,O,TRUE,TRUE,
BAR_P01,61,13,AL1,,O,TRUE,TRUE,
BAR_P01,61,14,DG1,,O,TRUE,TRUE,
BAR_P01,61,15,DRG,,O,FALSE,TRUE,
BAR_P01,61,16,[{,PROCEDURE,O,FALSE,FALSE,
BAR_P01,61,17,PR1,,O,FALSE,FALSE,
BAR_P01,61,18,ROL,,O,TRUE,TRUE,
BAR_P01,61,19,}],PROCEDURE,O,FALSE,FALSE,
BAR_P01,61,20,GT1,,O,TRUE,TRUE,
BAR_P01,61,21,NK1,,O,TRUE,TRUE,
BAR_P01,61,22,[{,INSURANCE,O,FALSE,FALSE,
BAR_P01,61,23,IN1,,O,FALSE,FALSE,
BAR_P01,61,24,IN2,,O,FALSE,TRUE,
BAR_P01,61,25,IN3,,O,TRUE,TRUE,
BAR_P01,61,26,ROL,,O,TRUE,TRUE,
BAR_P01,61,27,}],INSURANCE,O,FALSE,FALSE,
BAR_P01,61,28,ACC,,O,FALSE,TRUE,
BAR_P01,61,29,UB1,,O,FALSE,TRUE,
BAR_P01,61,30,UB2,,O,FALSE,TRUE,
BAR_P01,61,31,},VISIT,O,FALSE,FALSE,
BAR_P01,81,1,MSH,,O,FALSE,FALSE,
BAR_P01,81,2,SFT,,O,TRUE,TRUE,
BAR_P01,81,3,UAC,,O,FALSE,TRUE,
BAR_P01,81,4,EVN,,O,FALSE,FALSE,
BAR_P01,81,5,PID,,O,FALSE,FALSE,
