event_code,version_id,seq_no,message_typ_snd,message_typ_return,message_structure_snd,message_structure_return,section
A41,3,1,ADT,ACK,ADT_A39,ACK,
A41,4,1,ADT,ACK,ADT_A39,ACK,
A41,5,1,ADT,ACK,ADT_A39,ACK,3
A41,6,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,7,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,8,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,9,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,61,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,81,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,91,1,ADT,ACK,ADT_A39,ACK,3.3.41
A41,92,1,ADT,ACK,ADT_A39,ACK,3.3.41
A42,3,1,ADT,ACK,ADT_A39,ACK,
A42,4,1,ADT,ACK,ADT_A39,ACK,
A42,5,1,ADT,ACK,ADT_A39,ACK,3
A42,6,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,7,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,8,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,9,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,61,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,81,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,91,1,ADT,ACK,ADT_A39,ACK,3.3.42
A42,92,1,ADT,ACK,ADT_A39,ACK,3.3.42
A43,3,1,ADT,ACK,ADT_A43,ACK,
A43,4,1,ADT,ACK,ADT_A43,ACK,3
A43,5,1,ADT,ACK,ADT_A43,ACK,3
A43,6,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,7,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,8,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,9,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,61,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,81,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,91,1,ADT,ACK,ADT_A43,ACK,3.3.43
A43,92,1,ADT,ACK,ADT_A43,ACK,3.3.43
A44,3,1,ADT,ACK,ADT_A43,ACK,
A44,4,1,ADT,ACK,ADT_A43,ACK,
A44,5,1,ADT,ACK,ADT_A43,ACK,3
A44,6,1,ADT,ACK,ADT_A43,ACK,3.3.44
A44,7,1,ADT,ACK,ADT_A43,ACK,3.3.44
A44,8,1,ADT,ACK,ADT_A44,ACK,3.3.44
A44,9,1,ADT,ACK,ADT_A44,ACK,3.3.44
A44,61,1,ADT,ACK,ADT_A43,ACK,3.3.44
A44,81,1,ADT,ACK,ADT_A44,ACK,3.3.44
A44,91,1,ADT,ACK,ADT_A44,ACK,3.3.44
A44,92,1,ADT,ACK,ADT_A44,ACK,3.3.44
A45,3,1,ADT,ACK,ADT_A45,ACK,
A45,4,1,ADT,ACK,ADT_A45,ACK,3
A45,5,1,ADT,ACK,ADT_A45,ACK,3
A45,6,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,7,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,8,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,9,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,61,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,81,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,91,1,ADT,ACK,ADT_A45,ACK,3.3.45
A45,92,1,ADT,ACK,ADT_A45,ACK,3.3.45
A46,3,1,ADT,ACK,ADT_A30,ACK,
A46,4,1,ADT,ACK,ADT_A30,ACK,
A46,5,1,ADT,ACK,ADT_A30,ACK,3
A46,6,1,ADT,ACK,ADT_A30,ACK,3.3.46
A46,7,1,ADT,ACK,ADT_A30,ACK,3.3.46
A46,61,1,ADT,ACK,ADT_A30,ACK,3.3.46
A47,3,1,ADT,ACK,ADT_A30,ACK,
A47,4,1,ADT,ACK,ADT_A30,ACK,
A47,5,1,ADT,ACK,ADT_A30,ACK,3
A47,6,1,ADT,ACK,ADT_A30,ACK,3.3.47
A47,7,1,ADT,ACK,ADT_A30,ACK,3.3.47
A47,8,1,ADT,ACK,ADT_A44,ACK,3.3.47
A47,9,1,ADT,ACK,ADT_A44,ACK,3.3.47
A47,61,1,ADT,ACK,ADT_A30,ACK,3.3.47
A47,81,1,ADT,ACK,ADT_A44,ACK,3.3.47
A47,91,1,ADT,ACK,ADT_A44,ACK,3.3.47
A47,92,1,ADT,ACK,ADT_A44,ACK,3.3.47
A48,3,1,ADT,ACK,ADT_A30,ACK,
A48,4,1,ADT,ACK,ADT_A30,ACK,
A48,5,1,ADT,ACK,ADT_A30,ACK,3
A48,6,1,ADT,ACK,ADT_A30,ACK,3.3.48
A48,7,1,ADT,ACK,ADT_A30,ACK,3.3.48
A48,61,1,ADT,ACK,ADT_A30,ACK,3.3.48
A49,3,1,ADT,ACK,ADT_A30,ACK,
A49,4,1,ADT,ACK,ADT_A30,ACK,
A49,5,1,ADT,ACK,ADT_A30,ACK,3
A49,6,1,ADT,ACK,ADT_A30,ACK,3.3.49
A49,7,1,ADT,ACK,ADT_A30,ACK,3.3.49
A49,8,1,ADT,ACK,ADT_A43,ACK,3.3.49
A49,9,1,ADT,ACK,ADT_A43,ACK,3.3.49
A49,61,1,ADT,ACK,ADT_A30,ACK,3.3.49
A49,81,1,ADT,ACK,ADT_A43,ACK,3.3.49
A49,91,1,ADT,ACK,ADT_A43,ACK,3.3.49
A49,92,1,ADT,ACK,ADT_A43,ACK,3.3.49
A50,3,1,ADT,ACK,ADT_A50,ACK,
A50,4,1,ADT,ACK,ADT_A50,ACK,3
A50,5,1,ADT,ACK,ADT_A50,ACK,3
A50,6,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,7,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,8,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,9,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,61,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,81,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,91,1,ADT,ACK,ADT_A50,ACK,3.3.50
A50,92,1,ADT,ACK,ADT_A50,ACK,3.3.50
A51,3,1,ADT,ACK,ADT_A50,ACK,
A51,4,1,ADT,ACK,ADT_A50,ACK,
A51,5,1,ADT,ACK,ADT_A50,ACK,3
A51,6,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,7,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,8,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,9,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,61,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,81,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,91,1,ADT,ACK,ADT_A50,ACK,3.3.51
A51,92,1,ADT,ACK,ADT_A50,ACK,3.3.51
A52,5,1,ADT,ACK,ADT_A52,ACK,3
A52,6,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,7,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,8,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,9,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,61,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,81,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,91,1,ADT,ACK,ADT_A52,ACK,3.3.52
A52,92,1,ADT,ACK,ADT_A52,ACK,3.3.52
A53,5,1,ADT,ACK,ADT_A52,ACK,3
A53,6,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,7,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,8,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,9,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,61,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,81,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,91,1,ADT,ACK,ADT_A52,ACK,3.3.53
A53,92,1,ADT,ACK,ADT_A52,ACK,3.3.53
A54,5,1,ADT,ACK,ADT_A54,ACK,3
A54,6,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,7,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,8,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,9,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,61,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,81,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,91,1,ADT,ACK,ADT_A54,ACK,3.3.54
A54,92,1,ADT,ACK,ADT_A54,ACK,3.3.54
A55,5,1,ADT,ACK,ADT_A52,ACK,3
A55,6,1,ADT,ACK,ADT_A52,ACK,3.3.55
A55,7,1,ADT,ACK,ADT_A54,ACK,3.3.55
A55,8,1,ADT,ACK,ADT_A54,ACK,3.3.55
A55,9,1,ADT,ACK,ADT_A54,ACK,3.3.55
A55,61,1,ADT,ACK,ADT_A52,ACK,3.3.55
A55,81,1,ADT,ACK,ADT_A54,ACK,3.3.55
A55,91,1,ADT,ACK,ADT_A54,ACK,3.3.55
A55,92,1,ADT,ACK,ADT_A54,ACK,3.3.55
A60,5,1,ADT,ACK,ADT_A60,ACK,3
A60,6,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,7,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,8,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,9,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,61,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,81,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,91,1,ADT,ACK,ADT_A60,ACK,3.3.60
A60,92,1,ADT,ACK,ADT_A60,ACK,3.3.60
A61,5,1,ADT,NUL,ADT_A61,NUL,3
A61,6,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,7,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,8,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,9,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,61,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,81,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,91,1,ADT,ACK,ADT_A61,ACK,3.3.61
A61,92,1,ADT,ACK,ADT_A61,ACK,3.3.61
A62,5,1,ADT,NUL,ADT_A61,NUL,3
A62,6,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,7,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,8,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,9,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,61,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,81,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,91,1,ADT,ACK,ADT_A61,ACK,3.3.62
A62,92,1,ADT,ACK,ADT_A61,ACK,3.3.62
B01,5,1,PMU,ACK,PMU_B01,ACK,15
B01,6,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,7,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,8,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,9,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,61,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,81,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,91,1,PMU,ACK,PMU_B01,ACK,15.3.1
B01,92,1,PMU,ACK,PMU_B01,ACK,15.3.1
B02,5,1,PMU,ACK,PMU_B01,ACK,15
B02,6,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,7,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,8,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,9,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,61,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,81,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,91,1,PMU,ACK,PMU_B01,ACK,15.3.2
B02,92,1,PMU,ACK,PMU_B01,ACK,15.3.2
B03,5,1,PMU,ACK,PMU_B03,ACK,15
B03,6,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,7,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,8,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,9,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,61,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,81,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,91,1,PMU,ACK,PMU_B03,ACK,15.3.3
B03,92,1,PMU,ACK,PMU_B03,ACK,15.3.3
B04,5,1,PMU,ACK,PMU_B04,ACK,15
B04,6,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,7,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,8,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,9,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,61,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,81,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,91,1,PMU,ACK,PMU_B04,ACK,15.3.4
B04,92,1,PMU,ACK,PMU_B04,ACK,15.3.4
B05,5,1,PMU,ACK,PMU_B04,ACK,15
B05,6,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,7,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,8,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,9,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,61,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,81,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,91,1,PMU,ACK,PMU_B04,ACK,15.3.5
B05,92,1,PMU,ACK,PMU_B04,ACK,15.3.5
B06,5,1,PMU,ACK,PMU_B04,ACK,15
B06,6,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,7,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,8,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,9,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,61,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,81,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,91,1,PMU,ACK,PMU_B04,ACK,15.3.6
B06,92,1,PMU,ACK,PMU_B04,ACK,15.3.6
B07,6,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,7,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,8,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,9,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,61,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,81,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,91,1,PMU,ACK,PMU_B07,ACK,15.3.8
B07,92,1,PMU,ACK,PMU_B07,ACK,15.3.8
B08,6,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,7,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,8,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,9,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,61,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,81,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,91,1,PMU,ACK,PMU_B08,ACK,15.3.9
B08,92,1,PMU,ACK,PMU_B08,ACK,15.3.9
C01,3,1,CRM,NUL,CRM_C01,NUL,
C01,4,1,CRM,NUL,CRM_C01,NUL,
C01,5,1,CRM,NUL,CRM_C01,NUL,7
C01,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C01,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,3,1,CRM,NUL,CRM_C01,NUL,
C02,4,1,CRM,NUL,CRM_C01,NUL,
C02,5,1,CRM,NUL,CRM_C01,NUL,7
C02,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C02,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,3,1,CRM,NUL,CRM_C01,NUL,
C03,4,1,CRM,NUL,CRM_C01,NUL,
C03,5,1,CRM,NUL,CRM_C01,NUL,7
C03,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C03,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,3,1,CRM,NUL,CRM_C01,NUL,
C04,4,1,CRM,NUL,CRM_C01,NUL,
C04,5,1,CRM,NUL,CRM_C01,NUL,7
C04,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C04,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,3,1,CRM,NUL,CRM_C01,NUL,
C05,4,1,CRM,NUL,CRM_C01,NUL,
C05,5,1,CRM,NUL,CRM_C01,NUL,7
C05,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C05,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,3,1,CRM,NUL,CRM_C01,NUL,
C06,4,1,CRM,NUL,CRM_C01,NUL,
C06,5,1,CRM,NUL,CRM_C01,NUL,7
C06,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C06,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,3,1,CRM,NUL,CRM_C01,NUL,
C07,4,1,CRM,NUL,CRM_C01,NUL,
C07,5,1,CRM,NUL,CRM_C01,NUL,7
C07,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C07,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,3,1,CRM,NUL,CRM_C01,NUL,
C08,4,1,CRM,NUL,CRM_C01,NUL,
C08,5,1,CRM,NUL,CRM_C01,NUL,7
C08,6,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,7,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,8,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,9,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,61,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,91,1,CRM,NUL,CRM_C01,NUL,7.7.1
C08,92,1,CRM,NUL,CRM_C01,NUL,7.7.1
C09,3,1,CSU,NUL,CSU_C09,NUL,
C09,4,1,CSU,NUL,CSU_C09,NUL,
C09,5,1,CSU,NUL,CSU_C09,NUL,7
C09,6,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,7,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,8,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,9,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,61,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,91,1,CSU,NUL,CSU_C09,NUL,7.7.2
C09,92,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,3,1,CSU,NUL,CSU_C09,NUL,
C10,4,1,CSU,NUL,CSU_C09,NUL,
C10,5,1,CSU,NUL,CSU_C09,NUL,7
C10,6,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,7,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,8,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,9,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,61,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,91,1,CSU,NUL,CSU_C09,NUL,7.7.2
C10,92,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,3,1,CSU,NUL,CSU_C09,NUL,
C11,4,1,CSU,NUL,CSU_C09,NUL,
C11,5,1,CSU,NUL,CSU_C09,NUL,7
C11,6,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,7,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,8,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,9,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,61,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,91,1,CSU,NUL,CSU_C09,NUL,7.7.2
C11,92,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,3,1,CSU,NUL,CSU_C09,NUL,
C12,4,1,CSU,NUL,CSU_C09,NUL,
C12,5,1,CSU,NUL,CSU_C09,NUL,7
C12,6,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,7,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,8,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,9,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,61,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,91,1,CSU,NUL,CSU_C09,NUL,7.7.2
C12,92,1,CSU,NUL,CSU_C09,NUL,7.7.2
E01,7,1,EHC,NUL,EHC_E01,NUL,16.3.1
E01,8,1,EHC,NUL,EHC_E01,NUL,16.3.1
E01,9,1,EHC,NUL,EHC_E01,NUL,16.3.1
E01,91,1,EHC,NUL,EHC_E01,NUL,16.3.1
E01,92,1,EHC,NUL,EHC_E01,NUL,16.3.1
E02,7,1,EHC,NUL,EHC_E02,NUL,16.3.2
E02,8,1,EHC,NUL,EHC_E02,NUL,16.3.2
E02,9,1,EHC,NUL,EHC_E02,NUL,16.3.2
E02,91,1,EHC,NUL,EHC_E02,NUL,16.3.2
E02,92,1,EHC,NUL,EHC_E02,NUL,16.3.2
E03,7,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E03,8,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E03,9,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E03,81,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E03,91,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E03,92,1,QBP,RSP,QBP_E03,RSP_E03,16.3.3
E04,7,1,EHC,NUL,EHC_E04,NUL,16.3.5
E04,8,1,EHC,NUL,EHC_E04,NUL,16.3.5
E04,9,1,EHC,NUL,EHC_E04,NUL,16.3.5
E04,91,1,EHC,NUL,EHC_E04,NUL,16.3.5
E04,92,1,EHC,NUL,EHC_E04,NUL,16.3.5
E10,7,1,EHC,NUL,EHC_E10,NUL,16.3.6
E10,8,1,EHC,NUL,EHC_E10,NUL,16.3.6
E10,9,1,EHC,NUL,EHC_E10,NUL,16.3.6
E10,91,1,EHC,NUL,EHC_E10,NUL,16.3.6
E10,92,1,EHC,NUL,EHC_E10,NUL,16.3.6
E12,7,1,EHC,NUL,EHC_E12,NUL,16.3.7
E12,8,1,EHC,NUL,EHC_E12,NUL,16.3.7
E12,9,1,EHC,NUL,EHC_E12,NUL,16.3.7
E12,91,1,EHC,NUL,EHC_E12,NUL,16.3.7
E12,92,1,EHC,NUL,EHC_E12,NUL,16.3.7
E13,7,1,EHC,NUL,EHC_E13,NUL,16.3.8
E13,8,1,EHC,NUL,EHC_E13,NUL,16.3.8
E13,9,1,EHC,NUL,EHC_E13,NUL,16.3.8
E13,91,1,EHC,NUL,EHC_E13,NUL,16.3.8
E13,92,1,EHC,NUL,EHC_E13,NUL,16.3.8
E15,7,1,EHC,NUL,EHC_E15,NUL,16.3.9
E15,8,1,EHC,NUL,EHC_E15,NUL,16.3.9
E15,9,1,EHC,NUL,EHC_E15,NUL,16.3.9
E15,91,1,EHC,NUL,EHC_E15,NUL,16.3.9
E15,92,1,EHC,NUL,EHC_E15,NUL,16.3.9
E20,7,1,EHC,NUL,EHC_E20,NUL,16.3.10
E20,8,1,EHC,NUL,EHC_E20,NUL,16.3.10
E20,9,1,EHC,NUL,EHC_E20,NUL,16.3.10
E20,91,1,EHC,NUL,EHC_E20,NUL,16.3.10
E20,92,1,EHC,NUL,EHC_E20,NUL,16.3.10
E21,7,1,EHC,NUL,EHC_E21,NUL,16.3.11
E21,8,1,EHC,NUL,EHC_E21,NUL,16.3.11
E21,9,1,EHC,NUL,EHC_E21,NUL,16.3.11
E21,91,1,EHC,NUL,EHC_E21,NUL,16.3.11
E21,92,1,EHC,NUL,EHC_E21,NUL,16.3.11
E22,7,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E22,8,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E22,9,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E22,81,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E22,91,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E22,92,1,QBP,RSP,QBP_E22,RSP_E22,16.3.12
E24,7,1,EHC,NUL,EHC_E24,NUL,16.3.14
E24,8,1,EHC,NUL,EHC_E24,NUL,16.3.14
E24,9,1,EHC,NUL,EHC_E24,NUL,16.3.14
E24,91,1,EHC,NUL,EHC_E24,NUL,16.3.14
E24,92,1,EHC,NUL,EHC_E24,NUL,16.3.14
I01,3,1,RQI,RPI,RQI_I01,RPI_I01,
I01,4,1,RQI,RPI,RQI_I01,RPI_I01,
I01,5,1,RQI,RPI,RQI_I01,RPI_I01,11
I01,6,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,7,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,8,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,9,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,61,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,81,1,RQI,RPI,RQI_I01,RPI_I01,11.2.1
I01,91,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I01,92,1,RQI,RPI,RQI_I01,RPI_I01,11.3.1
I02,3,1,RQI,RPL,RQI_I01,RPL_I02,
I02,4,1,RQI,RPL,RQI_I01,RPL_I02,
I02,5,1,RQI,RPL,RQI_I01,RPL_I02,11
I02,6,1,RQI,RPL,RQI_I01,RPL_I02,11.3.2
I02,7,1,RQI,RPL,RQI_I01,RPL_I02,11.3.2
I02,8,1,RQI,RPL,RQI_I01,RPL_I02,11.3.2
I02,9,1,RQI,RPL,RQI_I01,RPL_I02,11.3.2
I02,61,1,RQI,RPL,RQI_I01,RPL_I02,11.3.2
