event_code,version_id,message_type,seq_no,seg_code,groupname,modification,repetitional,optional,status
PC3,3,PPR,119,},,O,FALSE,FALSE,
PC4,3,QRY,1,MSH,,O,FALSE,FALSE,
PC4,3,QRY,2,QRD,,O,FALSE,FALSE,
PC4,3,QRY,4,QRF,,O,FALSE,TRUE,
PC4,4,QRY,1,MSH,,O,FALSE,FALSE,
PC4,4,QRY,2,QRD,,O,FALSE,FALSE,
PC4,4,QRY,4,QRF,,O,FALSE,TRUE,
PC5,3,PRR,1,MSH,,O,FALSE,FALSE,
PC5,3,PRR,2,MSA,,O,FALSE,FALSE,
PC5,3,PRR,4,ERR,,O,FALSE,TRUE,
PC5,3,PRR,6,QRD,,O,FALSE,FALSE,
PC5,3,PRR,7,{,PATIENT,O,FALSE,FALSE,
PC5,3,PRR,8,PID,,O,FALSE,FALSE,
PC5,3,PRR,9,[,PATIENT_VISIT,O,FALSE,FALSE,
PC5,3,PRR,10,PV1,,O,FALSE,FALSE,
PC5,3,PRR,12,PV2,,O,FALSE,TRUE,
PC5,3,PRR,14,],,O,FALSE,FALSE,
PC5,3,PRR,15,{,PROBLEM,O,FALSE,FALSE,
PC5,3,PRR,16,PRB,,O,FALSE,FALSE,
PC5,3,PRR,19,NTE,,O,TRUE,TRUE,
PC5,3,PRR,24,VAR,,O,TRUE,TRUE,
PC5,3,PRR,27,[,PROBLEM_ROLE,O,FALSE,FALSE,
PC5,3,PRR,28,{,,O,FALSE,FALSE,
PC5,3,PRR,29,ROL,,O,FALSE,FALSE,
PC5,3,PRR,32,VAR,,O,TRUE,TRUE,
PC5,3,PRR,35,},,O,FALSE,FALSE,
PC5,3,PRR,36,],,O,FALSE,FALSE,
PC5,3,PRR,37,[,PROBLEM_PATHWAY,O,FALSE,FALSE,
PC5,3,PRR,38,{,,O,FALSE,FALSE,
PC5,3,PRR,39,PTH,,O,FALSE,FALSE,
PC5,3,PRR,42,VAR,,O,TRUE,TRUE,
PC5,3,PRR,45,},,O,FALSE,FALSE,
PC5,3,PRR,46,],,O,FALSE,FALSE,
PC5,3,PRR,47,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PC5,3,PRR,48,{,,O,FALSE,FALSE,
PC5,3,PRR,49,OBX,,O,FALSE,FALSE,
PC5,3,PRR,52,NTE,,O,TRUE,TRUE,
PC5,3,PRR,55,},,O,FALSE,FALSE,
PC5,3,PRR,56,],,O,FALSE,FALSE,
PC5,3,PRR,57,[,GOAL,O,FALSE,FALSE,
PC5,3,PRR,58,{,,O,FALSE,FALSE,
PC5,3,PRR,59,GOL,,O,FALSE,FALSE,
PC5,3,PRR,62,NTE,,O,TRUE,TRUE,
PC5,3,PRR,67,VAR,,O,TRUE,TRUE,
PC5,3,PRR,70,[,GOAL_ROLE,O,FALSE,FALSE,
PC5,3,PRR,71,{,,O,FALSE,FALSE,
PC5,3,PRR,72,ROL,,O,FALSE,FALSE,
PC5,3,PRR,75,VAR,,O,TRUE,TRUE,
PC5,3,PRR,78,},,O,FALSE,FALSE,
PC5,3,PRR,79,],,O,FALSE,FALSE,
PC5,3,PRR,80,[,GOAL_OBSERVATION,O,FALSE,FALSE,
PC5,3,PRR,81,{,,O,FALSE,FALSE,
PC5,3,PRR,82,OBX,,O,FALSE,FALSE,
PC5,3,PRR,85,NTE,,O,TRUE,TRUE,
PC5,3,PRR,88,},,O,FALSE,FALSE,
PC5,3,PRR,89,],,O,FALSE,FALSE,
PC5,3,PRR,90,},,O,FALSE,FALSE,
PC5,3,PRR,91,],,O,FALSE,FALSE,
PC5,3,PRR,92,[,ORDER,O,FALSE,FALSE,
PC5,3,PRR,93,{,,O,FALSE,FALSE,
PC5,3,PRR,94,ORC,,O,FALSE,FALSE,
PC5,3,PRR,95,[,ORDER_DETAIL,O,FALSE,FALSE,
PC5,3,PRR,96,OBR,,O,FALSE,FALSE,
PC5,3,PRR,99,NTE,,O,TRUE,TRUE,
PC5,3,PRR,104,VAR,,O,TRUE,TRUE,
PC5,3,PRR,107,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PC5,3,PRR,108,{,,O,FALSE,FALSE,
PC5,3,PRR,109,OBX,,O,FALSE,FALSE,
PC5,3,PRR,112,NTE,,O,TRUE,TRUE,
PC5,3,PRR,117,VAR,,O,TRUE,TRUE,
PC5,3,PRR,120,},,O,FALSE,FALSE,
PC5,3,PRR,121,],,O,FALSE,FALSE,
PC5,3,PRR,122,],,O,FALSE,FALSE,
PC5,3,PRR,123,},,O,FALSE,FALSE,
PC5,3,PRR,124,],,O,FALSE,FALSE,
PC5,3,PRR,125,},,O,FALSE,FALSE,
PC5,3,PRR,126,},,O,FALSE,FALSE,
PC5,4,PRR,1,MSH,,O,FALSE,FALSE,
PC5,4,PRR,2,MSA,,O,FALSE,FALSE,
PC5,4,PRR,4,ERR,,O,FALSE,TRUE,
PC5,4,PRR,7,QAK,,O,FALSE,TRUE,
PC5,4,PRR,9,QRD,,O,FALSE,FALSE,
PC5,4,PRR,10,{,PATIENT,O,FALSE,FALSE,
PC5,4,PRR,11,PID,,O,FALSE,FALSE,
PC5,4,PRR,12,[,PATIENT_VISIT,O,FALSE,FALSE,
PC5,4,PRR,13,PV1,,O,FALSE,FALSE,
PC5,4,PRR,15,PV2,,O,FALSE,TRUE,
PC5,4,PRR,17,],,O,FALSE,FALSE,
PC5,4,PRR,18,{,PROBLEM,O,FALSE,FALSE,
PC5,4,PRR,19,PRB,,O,FALSE,FALSE,
PC5,4,PRR,22,NTE,,O,TRUE,TRUE,
PC5,4,PRR,27,VAR,,O,TRUE,TRUE,
PC5,4,PRR,30,[,PROBLEM_ROLE,O,FALSE,FALSE,
PC5,4,PRR,31,{,,O,FALSE,FALSE,
PC5,4,PRR,32,ROL,,O,FALSE,FALSE,
PC5,4,PRR,35,VAR,,O,TRUE,TRUE,
PC5,4,PRR,38,},,O,FALSE,FALSE,
PC5,4,PRR,39,],,O,FALSE,FALSE,
PC5,4,PRR,40,[,PROBLEM_PATHWAY,O,FALSE,FALSE,
PC5,4,PRR,41,{,,O,FALSE,FALSE,
PC5,4,PRR,42,PTH,,O,FALSE,FALSE,
PC5,4,PRR,45,VAR,,O,TRUE,TRUE,
PC5,4,PRR,48,},,O,FALSE,FALSE,
PC5,4,PRR,49,],,O,FALSE,FALSE,
PC5,4,PRR,50,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PC5,4,PRR,51,{,,O,FALSE,FALSE,
PC5,4,PRR,52,OBX,,O,FALSE,FALSE,
PC5,4,PRR,55,NTE,,O,TRUE,TRUE,
PC5,4,PRR,58,},,O,FALSE,FALSE,
PC5,4,PRR,59,],,O,FALSE,FALSE,
PC5,4,PRR,60,[,GOAL,O,FALSE,FALSE,
PC5,4,PRR,61,{,,O,FALSE,FALSE,
PC5,4,PRR,62,GOL,,O,FALSE,FALSE,
PC5,4,PRR,65,NTE,,O,TRUE,TRUE,
PC5,4,PRR,70,VAR,,O,TRUE,TRUE,
PC5,4,PRR,73,[,GOAL_ROLE,O,FALSE,FALSE,
PC5,4,PRR,74,{,,O,FALSE,FALSE,
PC5,4,PRR,75,ROL,,O,FALSE,FALSE,
PC5,4,PRR,78,VAR,,O,TRUE,TRUE,
PC5,4,PRR,81,},,O,FALSE,FALSE,
PC5,4,PRR,82,],,O,FALSE,FALSE,
PC5,4,PRR,83,[,GOAL_OBSERVATION,O,FALSE,FALSE,
PC5,4,PRR,84,{,,O,FALSE,FALSE,
PC5,4,PRR,85,OBX,,O,FALSE,FALSE,
PC5,4,PRR,88,NTE,,O,TRUE,TRUE,
PC5,4,PRR,91,},,O,FALSE,FALSE,
PC5,4,PRR,92,],,O,FALSE,FALSE,
PC5,4,PRR,93,},,O,FALSE,FALSE,
PC5,4,PRR,94,],,O,FALSE,FALSE,
PC5,4,PRR,95,[,ORDER,O,FALSE,FALSE,
PC5,4,PRR,96,{,,O,FALSE,FALSE,
PC5,4,PRR,97,ORC,,O,FALSE,FALSE,
PC5,4,PRR,98,[,ORDER_DETAIL,O,FALSE,FALSE,
PC5,4,PRR,99,<,CHOICE,O,FALSE,FALSE,
PC5,4,PRR,100,OBR,,O,FALSE,FALSE,
PC5,4,PRR,101,|,,O,FALSE,FALSE,
PC5,4,PRR,102,RXO,,O,FALSE,FALSE,
PC5,4,PRR,103,>,,O,FALSE,FALSE,
PC5,4,PRR,107,NTE,,O,TRUE,TRUE,
PC5,4,PRR,108,VAR,,O,TRUE,TRUE,
PC5,4,PRR,111,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PC5,4,PRR,112,{,,O,FALSE,FALSE,
PC5,4,PRR,113,OBX,,O,FALSE,FALSE,
PC5,4,PRR,116,NTE,,O,TRUE,TRUE,
PC5,4,PRR,121,VAR,,O,TRUE,TRUE,
PC5,4,PRR,124,},,O,FALSE,FALSE,
PC5,4,PRR,125,],,O,FALSE,FALSE,
PC5,4,PRR,126,],,O,FALSE,FALSE,
PC5,4,PRR,127,},,O,FALSE,FALSE,
PC5,4,PRR,128,],,O,FALSE,FALSE,
PC5,4,PRR,129,},,O,FALSE,FALSE,
PC5,4,PRR,130,},,O,FALSE,FALSE,
PC6,3,ACK,1,MSH,,O,FALSE,FALSE,
PC6,3,ACK,2,MSA,,O,FALSE,FALSE,
PC6,3,ACK,4,ERR,,O,FALSE,TRUE,
PC6,3,PGL,1,MSH,,O,FALSE,FALSE,
PC6,3,PGL,2,PID,,O,FALSE,FALSE,
PC6,3,PGL,3,[,PATIENT_VISIT,O,FALSE,FALSE,
PC6,3,PGL,4,PV1,,O,FALSE,FALSE,
PC6,3,PGL,6,PV2,,O,FALSE,TRUE,
PC6,3,PGL,8,],,O,FALSE,FALSE,
PC6,3,PGL,9,{,GOAL,O,FALSE,FALSE,
PC6,3,PGL,10,GOL,,O,FALSE,FALSE,
PC6,3,PGL,13,NTE,,O,TRUE,TRUE,
PC6,3,PGL,18,VAR,,O,TRUE,TRUE,
PC6,3,PGL,21,[,GOAL_ROLE,O,FALSE,FALSE,
PC6,3,PGL,22,{,,O,FALSE,FALSE,
PC6,3,PGL,23,ROL,,O,FALSE,FALSE,
PC6,3,PGL,26,VAR,,O,TRUE,TRUE,
PC6,3,PGL,29,},,O,FALSE,FALSE,
PC6,3,PGL,30,],,O,FALSE,FALSE,
PC6,3,PGL,31,[,PATHWAY,O,FALSE,FALSE,
PC6,3,PGL,32,{,,O,FALSE,FALSE,
PC6,3,PGL,33,PTH,,O,FALSE,FALSE,
PC6,3,PGL,36,VAR,,O,TRUE,TRUE,
PC6,3,PGL,39,},,O,FALSE,FALSE,
PC6,3,PGL,40,],,O,FALSE,FALSE,
PC6,3,PGL,41,[,OBSERVATION,O,FALSE,FALSE,
PC6,3,PGL,42,{,,O,FALSE,FALSE,
PC6,3,PGL,43,OBX,,O,FALSE,FALSE,
PC6,3,PGL,46,NTE,,O,TRUE,TRUE,
PC6,3,PGL,49,},,O,FALSE,FALSE,
PC6,3,PGL,50,],,O,FALSE,FALSE,
PC6,3,PGL,51,[,PROBLEM,O,FALSE,FALSE,
PC6,3,PGL,52,{,,O,FALSE,FALSE,
PC6,3,PGL,53,PRB,,O,FALSE,FALSE,
PC6,3,PGL,56,NTE,,O,TRUE,TRUE,
PC6,3,PGL,61,VAR,,O,TRUE,TRUE,
PC6,3,PGL,64,[,PROBLEM_ROLE,O,FALSE,FALSE,
PC6,3,PGL,65,{,,O,FALSE,FALSE,
PC6,3,PGL,66,ROL,,O,FALSE,FALSE,
PC6,3,PGL,69,VAR,,O,TRUE,TRUE,
PC6,3,PGL,72,},,O,FALSE,FALSE,
PC6,3,PGL,73,],,O,FALSE,FALSE,
PC6,3,PGL,74,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PC6,3,PGL,75,{,,O,FALSE,FALSE,
PC6,3,PGL,76,OBX,,O,FALSE,FALSE,
PC6,3,PGL,79,NTE,,O,TRUE,TRUE,
PC6,3,PGL,82,},,O,FALSE,FALSE,
PC6,3,PGL,83,],,O,FALSE,FALSE,
PC6,3,PGL,84,},,O,FALSE,FALSE,
PC6,3,PGL,85,],,O,FALSE,FALSE,
PC6,3,PGL,86,[,ORDER,O,FALSE,FALSE,
PC6,3,PGL,87,{,,O,FALSE,FALSE,
PC6,3,PGL,88,ORC,,O,FALSE,FALSE,
PC6,3,PGL,89,[,ORDER_DETAIL,O,FALSE,FALSE,
PC6,3,PGL,90,OBR,,O,FALSE,FALSE,
PC6,3,PGL,93,NTE,,O,TRUE,TRUE,
PC6,3,PGL,98,VAR,,O,TRUE,TRUE,
PC6,3,PGL,101,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PC6,3,PGL,102,{,,O,FALSE,FALSE,
PC6,3,PGL,103,OBX,,O,FALSE,FALSE,
PC6,3,PGL,106,NTE,,O,TRUE,TRUE,
PC6,3,PGL,111,VAR,,O,TRUE,TRUE,
PC6,3,PGL,114,},,O,FALSE,FALSE,
PC6,3,PGL,115,],,O,FALSE,FALSE,
PC6,3,PGL,116,],,O,FALSE,FALSE,
PC6,3,PGL,117,},,O,FALSE,FALSE,
PC6,3,PGL,118,],,O,FALSE,FALSE,
PC6,3,PGL,119,},,O,FALSE,FALSE,
PC7,3,ACK,1,MSH,,O,FALSE,FALSE,
PC7,3,ACK,2,MSA,,O,FALSE,FALSE,
PC7,3,ACK,4,ERR,,O,FALSE,TRUE,
PC7,3,PGL,1,MSH,,O,FALSE,FALSE,
PC7,3,PGL,2,PID,,O,FALSE,FALSE,
PC7,3,PGL,3,[,PATIENT_VISIT,O,FALSE,FALSE,
PC7,3,PGL,4,PV1,,O,FALSE,FALSE,
PC7,3,PGL,6,PV2,,O,FALSE,TRUE,
PC7,3,PGL,8,],,O,FALSE,FALSE,
PC7,3,PGL,9,{,GOAL,O,FALSE,FALSE,
PC7,3,PGL,10,GOL,,O,FALSE,FALSE,
PC7,3,PGL,13,NTE,,O,TRUE,TRUE,
PC7,3,PGL,18,VAR,,O,TRUE,TRUE,
PC7,3,PGL,21,[,GOAL_ROLE,O,FALSE,FALSE,
PC7,3,PGL,22,{,,O,FALSE,FALSE,
PC7,3,PGL,23,ROL,,O,FALSE,FALSE,
PC7,3,PGL,26,VAR,,O,TRUE,TRUE,
PC7,3,PGL,29,},,O,FALSE,FALSE,
PC7,3,PGL,30,],,O,FALSE,FALSE,
PC7,3,PGL,31,[,PATHWAY,O,FALSE,FALSE,
PC7,3,PGL,32,{,,O,FALSE,FALSE,
PC7,3,PGL,33,PTH,,O,FALSE,FALSE,
PC7,3,PGL,36,VAR,,O,TRUE,TRUE,
PC7,3,PGL,39,},,O,FALSE,FALSE,
PC7,3,PGL,40,],,O,FALSE,FALSE,
PC7,3,PGL,41,[,OBSERVATION,O,FALSE,FALSE,
PC7,3,PGL,42,{,,O,FALSE,FALSE,
PC7,3,PGL,43,OBX,,O,FALSE,FALSE,
PC7,3,PGL,46,NTE,,O,TRUE,TRUE,
PC7,3,PGL,49,},,O,FALSE,FALSE,
PC7,3,PGL,50,],,O,FALSE,FALSE,
PC7,3,PGL,51,[,PROBLEM,O,FALSE,FALSE,
PC7,3,PGL,52,{,,O,FALSE,FALSE,
PC7,3,PGL,53,PRB,,O,FALSE,FALSE,
PC7,3,PGL,56,NTE,,O,TRUE,TRUE,
PC7,3,PGL,61,VAR,,O,TRUE,TRUE,
PC7,3,PGL,64,[,PROBLEM_ROLE,O,FALSE,FALSE,
PC7,3,PGL,65,{,,O,FALSE,FALSE,
PC7,3,PGL,66,ROL,,O,FALSE,FALSE,
PC7,3,PGL,69,VAR,,O,TRUE,TRUE,
PC7,3,PGL,72,},,O,FALSE,FALSE,
PC7,3,PGL,73,],,O,FALSE,FALSE,
PC7,3,PGL,74,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PC7,3,PGL,75,{,,O,FALSE,FALSE,
PC7,3,PGL,76,OBX,,O,FALSE,FALSE,
PC7,3,PGL,79,NTE,,O,TRUE,TRUE,
PC7,3,PGL,82,},,O,FALSE,FALSE,
PC7,3,PGL,83,],,O,FALSE,FALSE,
PC7,3,PGL,84,},,O,FALSE,FALSE,
PC7,3,PGL,85,],,O,FALSE,FALSE,
PC7,3,PGL,86,[,ORDER,O,FALSE,FALSE,
PC7,3,PGL,87,{,,O,FALSE,FALSE,
PC7,3,PGL,88,ORC,,O,FALSE,FALSE,
PC7,3,PGL,89,[,ORDER_DETAIL,O,FALSE,FALSE,
PC7,3,PGL,90,OBR,,O,FALSE,FALSE,
PC7,3,PGL,93,NTE,,O,TRUE,TRUE,
PC7,3,PGL,98,VAR,,O,TRUE,TRUE,
PC7,3,PGL,101,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PC7,3,PGL,102,{,,O,FALSE,FALSE,
PC7,3,PGL,103,OBX,,O,FALSE,FALSE,
PC7,3,PGL,106,NTE,,O,TRUE,TRUE,
PC7,3,PGL,111,VAR,,O,TRUE,TRUE,
PC7,3,PGL,114,},,O,FALSE,FALSE,
PC7,3,PGL,115,],,O,FALSE,FALSE,
PC7,3,PGL,116,],,O,FALSE,FALSE,
PC7,3,PGL,117,},,O,FALSE,FALSE,
PC7,3,PGL,118,],,O,FALSE,FALSE,
PC7,3,PGL,119,},,O,FALSE,FALSE,
PC8,3,ACK,1,MSH,,O,FALSE,FALSE,
PC8,3,ACK,2,MSA,,O,FALSE,FALSE,
PC8,3,ACK,4,ERR,,O,FALSE,TRUE,
PC8,3,PGL,1,MSH,,O,FALSE,FALSE,
PC8,3,PGL,2,PID,,O,FALSE,FALSE,
PC8,3,PGL,3,[,PATIENT_VISIT,O,FALSE,FALSE,
PC8,3,PGL,4,PV1,,O,FALSE,FALSE,
PC8,3,PGL,6,PV2,,O,FALSE,TRUE,
PC8,3,PGL,8,],,O,FALSE,FALSE,
PC8,3,PGL,9,{,GOAL,O,FALSE,FALSE,
PC8,3,PGL,10,GOL,,O,FALSE,FALSE,
PC8,3,PGL,13,NTE,,O,TRUE,TRUE,
PC8,3,PGL,18,VAR,,O,TRUE,TRUE,
PC8,3,PGL,21,[,GOAL_ROLE,O,FALSE,FALSE,
PC8,3,PGL,22,{,,O,FALSE,FALSE,
PC8,3,PGL,23,ROL,,O,FALSE,FALSE,
PC8,3,PGL,26,VAR,,O,TRUE,TRUE,
PC8,3,PGL,29,},,O,FALSE,FALSE,
PC8,3,PGL,30,],,O,FALSE,FALSE,
PC8,3,PGL,31,[,PATHWAY,O,FALSE,FALSE,
PC8,3,PGL,32,{,,O,FALSE,FALSE,
PC8,3,PGL,33,PTH,,O,FALSE,FALSE,
PC8,3,PGL,36,VAR,,O,TRUE,TRUE,
PC8,3,PGL,39,},,O,FALSE,FALSE,
PC8,3,PGL,40,],,O,FALSE,FALSE,
PC8,3,PGL,41,[,OBSERVATION,O,FALSE,FALSE,
PC8,3,PGL,42,{,,O,FALSE,FALSE,
PC8,3,PGL,43,OBX,,O,FALSE,FALSE,
PC8,3,PGL,46,NTE,,O,TRUE,TRUE,
PC8,3,PGL,49,},,O,FALSE,FALSE,
PC8,3,PGL,50,],,O,FALSE,FALSE,
PC8,3,PGL,51,[,PROBLEM,O,FALSE,FALSE,
PC8,3,PGL,52,{,,O,FALSE,FALSE,
PC8,3,PGL,53,PRB,,O,FALSE,FALSE,
PC8,3,PGL,56,NTE,,O,TRUE,TRUE,
PC8,3,PGL,61,VAR,,O,TRUE,TRUE,
PC8,3,PGL,64,[,PROBLEM_ROLE,O,FALSE,FALSE,
PC8,3,PGL,65,{,,O,FALSE,FALSE,
PC8,3,PGL,66,ROL,,O,FALSE,FALSE,
PC8,3,PGL,69,VAR,,O,TRUE,TRUE,
PC8,3,PGL,72,},,O,FALSE,FALSE,
PC8,3,PGL,73,],,O,FALSE,FALSE,
PC8,3,PGL,74,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PC8,3,PGL,75,{,,O,FALSE,FALSE,
PC8,3,PGL,76,OBX,,O,FALSE,FALSE,
PC8,3,PGL,79,NTE,,O,TRUE,TRUE,
PC8,3,PGL,82,},,O,FALSE,FALSE,
PC8,3,PGL,83,],,O,FALSE,FALSE,
PC8,3,PGL,84,},,O,FALSE,FALSE,
PC8,3,PGL,85,],,O,FALSE,FALSE,
PC8,3,PGL,86,[,ORDER,O,FALSE,FALSE,
PC8,3,PGL,87,{,,O,FALSE,FALSE,
PC8,3,PGL,88,ORC,,O,FALSE,FALSE,
PC8,3,PGL,89,[,ORDER_DETAIL,O,FALSE,FALSE,
PC8,3,PGL,90,OBR,,O,FALSE,FALSE,
PC8,3,PGL,93,NTE,,O,TRUE,TRUE,
PC8,3,PGL,98,VAR,,O,TRUE,TRUE,
PC8,3,PGL,101,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PC8,3,PGL,102,{,,O,FALSE,FALSE,
PC8,3,PGL,103,OBX,,O,FALSE,FALSE,
PC8,3,PGL,106,NTE,,O,TRUE,TRUE,
PC8,3,PGL,111,VAR,,O,TRUE,TRUE,
PC8,3,PGL,114,},,O,FALSE,FALSE,
PC8,3,PGL,116,],,O,FALSE,FALSE,
PC8,3,PGL,117,],,O,FALSE,FALSE,
PC8,3,PGL,118,},,O,FALSE,FALSE,
PC8,3,PGL,119,],,O,FALSE,FALSE,
PC8,3,PGL,120,},,O,FALSE,FALSE,
PC9,3,QRY,1,MSH,,O,FALSE,FALSE,
PC9,3,QRY,2,QRD,,O,FALSE,FALSE,
PC9,3,QRY,4,QRF,,O,FALSE,TRUE,
PC9,4,QRY,1,MSH,,O,FALSE,FALSE,
PC9,4,QRY,2,QRD,,O,FALSE,FALSE,
PC9,4,QRY,4,QRF,,O,FALSE,TRUE,
PCA,3,PPV,1,MSH,,O,FALSE,FALSE,
PCA,3,PPV,2,MSA,,O,FALSE,FALSE,
PCA,3,PPV,4,ERR,,O,FALSE,TRUE,
PCA,3,PPV,6,QRD,,O,FALSE,FALSE,
PCA,3,PPV,7,{,PATIENT,O,FALSE,FALSE,
PCA,3,PPV,8,PID,,O,FALSE,FALSE,
PCA,3,PPV,9,[,PATIENT_VISIT,O,FALSE,FALSE,
PCA,3,PPV,10,PV1,,O,FALSE,FALSE,
PCA,3,PPV,12,PV2,,O,FALSE,TRUE,
PCA,3,PPV,14,],,O,FALSE,FALSE,
PCA,3,PPV,15,{,GOAL,O,FALSE,FALSE,
PCA,3,PPV,16,GOL,,O,FALSE,FALSE,
PCA,3,PPV,19,NTE,,O,TRUE,TRUE,
PCA,3,PPV,24,VAR,,O,TRUE,TRUE,
PCA,3,PPV,27,[,GOAL_ROLE,O,FALSE,FALSE,
PCA,3,PPV,28,{,,O,FALSE,FALSE,
PCA,3,PPV,29,ROL,,O,FALSE,FALSE,
PCA,3,PPV,32,VAR,,O,TRUE,TRUE,
PCA,3,PPV,35,},,O,FALSE,FALSE,
PCA,3,PPV,36,],,O,FALSE,FALSE,
PCA,3,PPV,37,[,GOAL_PATHWAY,O,FALSE,FALSE,
PCA,3,PPV,38,{,,O,FALSE,FALSE,
PCA,3,PPV,39,PTH,,O,FALSE,FALSE,
PCA,3,PPV,42,VAR,,O,TRUE,TRUE,
PCA,3,PPV,45,},,O,FALSE,FALSE,
PCA,3,PPV,46,],,O,FALSE,FALSE,
PCA,3,PPV,47,[,GOAL_OBSERVATION,O,FALSE,FALSE,
PCA,3,PPV,48,{,,O,FALSE,FALSE,
PCA,3,PPV,49,OBX,,O,FALSE,FALSE,
PCA,3,PPV,52,NTE,,O,TRUE,TRUE,
PCA,3,PPV,55,},,O,FALSE,FALSE,
PCA,3,PPV,56,],,O,FALSE,FALSE,
PCA,3,PPV,57,[,PROBLEM,O,FALSE,FALSE,
PCA,3,PPV,58,{,,O,FALSE,FALSE,
PCA,3,PPV,59,PRB,,O,FALSE,FALSE,
PCA,3,PPV,62,NTE,,O,TRUE,TRUE,
PCA,3,PPV,67,VAR,,O,TRUE,TRUE,
PCA,3,PPV,70,[,PROBLEM_ROLE,O,FALSE,FALSE,
PCA,3,PPV,71,{,,O,FALSE,FALSE,
PCA,3,PPV,72,ROL,,O,FALSE,FALSE,
PCA,3,PPV,75,VAR,,O,TRUE,TRUE,
PCA,3,PPV,78,},,O,FALSE,FALSE,
PCA,3,PPV,79,],,O,FALSE,FALSE,
PCA,3,PPV,80,[,PROBLEM_OBSERVATION,O,FALSE,FALSE,
PCA,3,PPV,81,{,,O,FALSE,FALSE,
PCA,3,PPV,82,OBX,,O,FALSE,FALSE,
PCA,3,PPV,85,NTE,,O,TRUE,TRUE,
PCA,3,PPV,88,},,O,FALSE,FALSE,
PCA,3,PPV,89,],,O,FALSE,FALSE,
PCA,3,PPV,90,},,O,FALSE,FALSE,
PCA,3,PPV,91,],,O,FALSE,FALSE,
PCA,3,PPV,92,[,ORDER,O,FALSE,FALSE,
PCA,3,PPV,93,{,,O,FALSE,FALSE,
PCA,3,PPV,94,ORC,,O,FALSE,FALSE,
PCA,3,PPV,95,[,ORDER_DETAIL,O,FALSE,FALSE,
PCA,3,PPV,96,OBR,,O,FALSE,FALSE,
PCA,3,PPV,99,NTE,,O,TRUE,TRUE,
PCA,3,PPV,104,VAR,,O,TRUE,TRUE,
PCA,3,PPV,107,[,ORDER_OBSERVATION,O,FALSE,FALSE,
PCA,3,PPV,108,{,,O,FALSE,FALSE,
PCA,3,PPV,109,OBX,,O,FALSE,FALSE,
PCA,3,PPV,112,NTE,,O,TRUE,TRUE,
PCA,3,PPV,117,VAR,,O,TRUE,TRUE,
PCA,3,PPV,120,},,O,FALSE,FALSE,
PCA,3,PPV,121,],,O,FALSE,FALSE,
PCA,3,PPV,122,],,O,FALSE,FALSE,
PCA,3,PPV,123,},,O,FALSE,FALSE,
PCA,3,PPV,124,],,O,FALSE,FALSE,
PCA,3,PPV,125,},,O,FALSE,FALSE,
PCA,3,PPV,126,},,O,FALSE,FALSE,
PCA,4,PPV,1,MSH,,O,FALSE,FALSE,
PCA,4,PPV,2,MSA,,O,FALSE,FALSE,
PCA,4,PPV,4,ERR,,O,FALSE,TRUE,
PCA,4,PPV,7,QAK,,O,FALSE,TRUE,
PCA,4,PPV,9,QRD,,O,FALSE,FALSE,
PCA,4,PPV,10,{,PATIENT,O,FALSE,FALSE,
PCA,4,PPV,11,PID,,O,FALSE,FALSE,
PCA,4,PPV,12,[,PATIENT_VISIT,O,FALSE,FALSE,
PCA,4,PPV,13,PV1,,O,FALSE,FALSE,
PCA,4,PPV,15,PV2,,O,FALSE,TRUE,
PCA,4,PPV,17,],,O,FALSE,FALSE,
PCA,4,PPV,18,{,GOAL,O,FALSE,FALSE,
PCA,4,PPV,19,GOL,,O,FALSE,FALSE,
PCA,4,PPV,22,NTE,,O,TRUE,TRUE,
PCA,4,PPV,27,VAR,,O,TRUE,TRUE,
PCA,4,PPV,30,[,GOAL_ROLE,O,FALSE,FALSE,
PCA,4,PPV,31,{,,O,FALSE,FALSE,
PCA,4,PPV,32,ROL,,O,FALSE,FALSE,
PCA,4,PPV,35,VAR,,O,TRUE,TRUE,
PCA,4,PPV,38,},,O,FALSE,FALSE,
PCA,4,PPV,39,],,O,FALSE,FALSE,
PCA,4,PPV,40,[,GOAL_PATHWAY,O,FALSE,FALSE,
PCA,4,PPV,41,{,,O,FALSE,FALSE,
PCA,4,PPV,42,PTH,,O,FALSE,FALSE,
PCA,4,PPV,45,VAR,,O,TRUE,TRUE,
PCA,4,PPV,48,},,O,FALSE,FALSE,
PCA,4,PPV,49,],,O,FALSE,FALSE,
PCA,4,PPV,50,[,GOAL_OBSERVATION,O,FALSE,FALSE,
PCA,4,PPV,51,{,,O,FALSE,FALSE,
PCA,4,PPV,52,OBX,,O,FALSE,FALSE,
PCA,4,PPV,55,NTE,,O,TRUE,TRUE,
PCA,4,PPV,58,},,O,FALSE,FALSE,
